Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4250.13,наличный,Брест,Беларусбанк-MVWW-798,06-06-2016,12:56:32,недостаточно средств,да,87.03
физ. лицо,списание средств,4651.78,безналичный,Могилев,Беларусбанк-EJRT-962,27-10-2016,15:41:20,неправильный ввод пин-кода,да,155.95
юр. лицо,получение средств,406.2,безналичный,Гродно,Беларусбанк-JCAI-975,07-06-2012,17:41:32,успешно,нет,0.0
юр. лицо,списание средств,4029.91,безналичный,Могилев,Беларусбанк-ETBS-486,27-04-2004,10:01:54,недостаточно средств,да,173.75
физ. лицо,списание средств,1941.15,наличный,Брест,Беларусбанк-LHRW-127,02-08-2011,01:53:34,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3807.1,наличный,Витебск,Беларусбанк-UZPX-853,06-10-2006,05:52:02,успешно,нет,0.0
физ. лицо,получение средств,2802.69,наличный,Витебск,Беларусбанк-CPFO-502,11-12-2016,20:57:54,успешно,нет,0.0
юр. лицо,списание средств,2282.04,безналичный,Гродно,Беларусбанк-SIQP-356,23-03-2005,03:11:03,неправильный ввод пин-кода,да,83.21
юр. лицо,списание средств,1529.25,безналичный,Гродно,Беларусбанк-CJJD-425,14-11-2020,18:34:37,недостаточно средств,нет,0.0
физ. лицо,списание средств,969.34,безналичный,Гродно,Беларусбанк-WKZJ-481,12-06-2013,21:55:34,недостаточно средств,да,72.52
физ. лицо,списание средств,2770.55,безналичный,Витебск,Беларусбанк-WDXE-753,23-11-2008,23:22:19,неправильный ввод пин-кода,да,176.0
юр. лицо,получение средств,3747.35,наличный,Гродно,Беларусбанк-QDQI-960,05-10-2014,05:24:49,успешно,нет,0.0
юр. лицо,получение средств,345.39,наличный,Минск,Беларусбанк-XVFH-529,09-01-2021,08:02:18,успешно,нет,0.0
физ. лицо,получение средств,694.87,безналичный,Могилев,Беларусбанк-OKWE-074,12-07-2007,00:31:14,успешно,нет,0.0
физ. лицо,списание средств,3799.97,безналичный,Гродно,Беларусбанк-YKOG-111,22-10-2007,19:02:39,недостаточно средств,нет,0.0
юр. лицо,списание средств,3675.04,наличный,Минск,Беларусбанк-MPMS-368,23-02-2022,21:09:49,недостаточно средств,нет,0.0
физ. лицо,получение средств,140.36,наличный,Витебск,Беларусбанк-QLDA-493,13-11-2009,21:36:27,успешно,нет,0.0
физ. лицо,получение средств,1228.17,безналичный,Могилев,Беларусбанк-RYCN-331,12-08-2011,06:16:20,успешно,нет,0.0
физ. лицо,получение средств,2173.08,безналичный,Витебск,Беларусбанк-RJPD-869,27-11-2006,17:02:51,успешно,нет,0.0
юр. лицо,получение средств,1863.02,наличный,Минск,Беларусбанк-GCCC-733,22-03-2002,15:15:43,успешно,нет,0.0
юр. лицо,списание средств,2497.32,безналичный,Брест,Беларусбанк-TKXD-102,21-04-2000,09:27:45,недостаточно средств,да,172.29
юр. лицо,списание средств,1043.74,наличный,Минск,Беларусбанк-KYRX-477,05-10-2014,22:13:21,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1445.83,безналичный,Могилев,Беларусбанк-YKVB-787,12-10-2006,20:37:24,успешно,нет,0.0
юр. лицо,списание средств,217.82,наличный,Минск,Беларусбанк-GTNS-796,08-09-2021,17:47:17,недостаточно средств,нет,0.0
физ. лицо,получение средств,1750.13,безналичный,Витебск,Беларусбанк-TGGV-324,10-04-2020,15:34:11,успешно,нет,0.0
физ. лицо,списание средств,1879.34,наличный,Брест,Беларусбанк-FRBA-796,31-05-2014,12:53:41,неправильный ввод пин-кода,да,109.38
физ. лицо,списание средств,492.42,наличный,Витебск,Беларусбанк-BIXV-405,02-12-2011,22:11:12,недостаточно средств,да,31.6
юр. лицо,получение средств,3514.17,безналичный,Витебск,Беларусбанк-TJJM-198,14-08-2011,16:07:28,успешно,нет,0.0
юр. лицо,получение средств,876.83,безналичный,Минск,Беларусбанк-IEUA-197,29-03-2017,11:32:31,успешно,нет,0.0
юр. лицо,получение средств,2314.59,наличный,Гродно,Беларусбанк-BHMA-411,17-02-2017,11:15:32,успешно,нет,0.0
физ. лицо,получение средств,4327.6,безналичный,Брест,Беларусбанк-ZMNC-453,13-07-2013,21:11:33,успешно,нет,0.0
юр. лицо,получение средств,954.54,наличный,Гомель,Беларусбанк-KIVX-182,06-08-2019,09:54:35,успешно,нет,0.0
физ. лицо,списание средств,45.27,наличный,Брест,Беларусбанк-MIHK-043,12-04-2021,03:47:15,успешно,нет,0.0
юр. лицо,получение средств,4618.34,безналичный,Брест,Беларусбанк-UWAQ-203,02-12-2001,07:26:54,успешно,нет,0.0
юр. лицо,списание средств,4530.15,безналичный,Минск,Беларусбанк-YAGT-267,22-01-2005,18:19:58,успешно,нет,0.0
физ. лицо,списание средств,4088.51,наличный,Брест,Беларусбанк-MSNX-819,18-10-2000,16:59:22,успешно,да,370.26
физ. лицо,списание средств,868.25,наличный,Витебск,Беларусбанк-PBJV-573,12-11-2021,02:29:10,недостаточно средств,нет,0.0
физ. лицо,списание средств,1108.37,безналичный,Гомель,Беларусбанк-LQHY-701,23-01-2013,12:05:37,недостаточно средств,нет,0.0
физ. лицо,получение средств,2100.6,наличный,Гродно,Беларусбанк-ZIXI-750,07-10-2009,21:11:13,успешно,нет,0.0
физ. лицо,получение средств,638.05,наличный,Минск,Беларусбанк-VDYR-458,13-05-2015,18:28:44,успешно,нет,0.0
физ. лицо,получение средств,1706.42,наличный,Могилев,Беларусбанк-MDZU-583,01-04-2012,01:21:30,успешно,нет,0.0
физ. лицо,получение средств,1484.74,безналичный,Могилев,Беларусбанк-SSRB-903,25-06-2022,07:11:17,успешно,нет,0.0
физ. лицо,получение средств,4692.25,безналичный,Гродно,Беларусбанк-PFYD-393,31-01-2001,15:36:09,успешно,нет,0.0
физ. лицо,получение средств,4300.86,безналичный,Гомель,Беларусбанк-XCSS-534,31-01-2001,17:02:23,успешно,нет,0.0
физ. лицо,списание средств,2223.38,наличный,Витебск,Беларусбанк-FYSA-361,03-12-2017,10:51:25,неправильный ввод пин-кода,да,202.3
юр. лицо,получение средств,1010.22,безналичный,Гродно,Беларусбанк-MHJM-674,24-08-2014,21:26:22,успешно,нет,0.0
юр. лицо,списание средств,1240.35,безналичный,Брест,Беларусбанк-JNES-673,15-01-2007,00:36:52,недостаточно средств,да,71.0
физ. лицо,списание средств,3418.27,наличный,Минск,Беларусбанк-MRGE-087,09-10-2016,18:27:24,успешно,нет,0.0
физ. лицо,списание средств,1981.65,наличный,Брест,Беларусбанк-HPDZ-452,16-09-2005,03:18:13,неправильный ввод пин-кода,да,143.64
физ. лицо,списание средств,1393.52,безналичный,Гродно,Беларусбанк-BOGY-383,12-01-2002,15:25:52,неправильный ввод пин-кода,да,106.05
физ. лицо,получение средств,1327.6,безналичный,Гомель,Беларусбанк-CYLN-714,07-09-2000,11:01:15,успешно,нет,0.0
юр. лицо,списание средств,2323.18,безналичный,Могилев,Беларусбанк-AGZI-411,25-01-2022,09:46:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2910.56,наличный,Гродно,Беларусбанк-NRNG-132,26-01-2012,12:15:16,недостаточно средств,нет,0.0
физ. лицо,списание средств,4467.97,безналичный,Гомель,Беларусбанк-MHBC-583,10-03-2009,06:18:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4981.58,безналичный,Минск,Беларусбанк-LOFG-684,05-08-2001,21:49:10,успешно,нет,0.0
юр. лицо,списание средств,786.5,безналичный,Гомель,Беларусбанк-MEAJ-983,17-01-2000,10:23:23,недостаточно средств,да,43.07
физ. лицо,списание средств,780.32,наличный,Витебск,Беларусбанк-IMIB-094,30-12-2016,03:47:10,недостаточно средств,да,13.98
физ. лицо,получение средств,4396.23,безналичный,Гомель,Беларусбанк-VIFQ-595,12-10-2001,15:17:30,успешно,нет,0.0
физ. лицо,списание средств,1709.77,наличный,Витебск,Беларусбанк-CQCF-019,28-10-2021,17:25:05,успешно,да,53.96
юр. лицо,получение средств,2052.96,наличный,Брест,Беларусбанк-CONV-528,21-03-2013,01:36:01,успешно,нет,0.0
физ. лицо,получение средств,3624.11,безналичный,Минск,Беларусбанк-WQOQ-149,29-03-2012,05:04:40,успешно,нет,0.0
физ. лицо,списание средств,4175.46,наличный,Могилев,Беларусбанк-QJTH-127,17-03-2023,12:20:31,успешно,да,56.91
физ. лицо,получение средств,1017.8,наличный,Брест,Беларусбанк-QVUF-298,10-11-2006,16:16:35,успешно,нет,0.0
физ. лицо,списание средств,2424.2,безналичный,Витебск,Беларусбанк-IVYT-968,02-04-2010,14:39:04,недостаточно средств,да,104.58
физ. лицо,получение средств,2721.47,безналичный,Могилев,Беларусбанк-PLTN-727,20-01-2004,11:08:04,успешно,нет,0.0
физ. лицо,получение средств,3970.82,безналичный,Могилев,Беларусбанк-AHJF-660,21-07-2023,03:28:53,успешно,нет,0.0
юр. лицо,списание средств,2232.05,безналичный,Гродно,Беларусбанк-MZHT-246,28-08-2019,20:13:43,успешно,нет,0.0
юр. лицо,получение средств,700.98,наличный,Брест,Беларусбанк-RKTW-221,04-04-2022,18:57:35,успешно,нет,0.0
юр. лицо,получение средств,2300.06,наличный,Могилев,Беларусбанк-QQPV-310,14-06-2012,14:54:57,успешно,нет,0.0
физ. лицо,списание средств,2421.84,наличный,Гомель,Беларусбанк-ISMU-119,05-04-2012,17:44:55,неправильный ввод пин-кода,да,123.69
юр. лицо,списание средств,4732.82,безналичный,Могилев,Беларусбанк-ISRM-149,23-09-2024,18:46:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1948.32,наличный,Могилев,Беларусбанк-TLSH-706,24-07-2009,06:05:28,успешно,да,139.25
физ. лицо,получение средств,4386.6,безналичный,Гродно,Беларусбанк-PGVI-632,03-10-2020,15:49:01,успешно,нет,0.0
юр. лицо,списание средств,3230.03,безналичный,Гродно,Беларусбанк-WTNU-446,01-05-2004,06:37:47,успешно,нет,0.0
юр. лицо,получение средств,1711.27,наличный,Могилев,Беларусбанк-HSKZ-473,21-09-2023,18:34:58,успешно,нет,0.0
физ. лицо,списание средств,3702.81,наличный,Витебск,Беларусбанк-MHBK-604,12-08-2005,02:44:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,639.72,безналичный,Минск,Беларусбанк-MEDI-978,23-09-2017,21:21:47,недостаточно средств,да,23.03
физ. лицо,получение средств,2295.18,безналичный,Гомель,Беларусбанк-EAGD-824,24-04-2009,10:17:54,успешно,нет,0.0
юр. лицо,получение средств,3593.19,наличный,Гродно,Беларусбанк-FWHR-498,11-04-2011,23:18:26,успешно,нет,0.0
юр. лицо,получение средств,3855.93,наличный,Брест,Беларусбанк-UEPQ-177,30-09-2016,11:17:51,успешно,нет,0.0
физ. лицо,списание средств,241.69,безналичный,Брест,Беларусбанк-MPUD-104,15-02-2019,23:01:39,недостаточно средств,нет,0.0
физ. лицо,получение средств,634.93,безналичный,Могилев,Беларусбанк-LNKX-372,03-08-2011,17:13:06,успешно,нет,0.0
физ. лицо,получение средств,1921.51,наличный,Витебск,Беларусбанк-MMHK-291,09-05-2006,14:01:28,успешно,нет,0.0
физ. лицо,получение средств,3285.18,безналичный,Витебск,Беларусбанк-RQFJ-906,30-04-2017,23:32:28,успешно,нет,0.0
физ. лицо,получение средств,3680.15,безналичный,Гомель,Беларусбанк-HBSA-092,10-04-2005,08:48:37,успешно,нет,0.0
юр. лицо,получение средств,4307.97,наличный,Минск,Беларусбанк-ASAT-251,25-07-2018,02:13:26,успешно,нет,0.0
физ. лицо,получение средств,4726.72,наличный,Витебск,Беларусбанк-JUBQ-545,13-10-2022,01:44:22,успешно,нет,0.0
юр. лицо,списание средств,4090.79,безналичный,Гродно,Беларусбанк-VTZH-700,06-06-2017,02:29:32,неправильный ввод пин-кода,да,311.18
юр. лицо,списание средств,3380.18,безналичный,Брест,Беларусбанк-PHLE-356,27-03-2007,04:28:32,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2879.89,безналичный,Брест,Беларусбанк-YIIA-361,17-04-2012,10:42:03,успешно,нет,0.0
физ. лицо,получение средств,3938.0,наличный,Минск,Беларусбанк-OLPO-402,31-12-2020,03:05:20,успешно,нет,0.0
физ. лицо,списание средств,590.79,безналичный,Минск,Беларусбанк-HVLM-026,11-02-2013,04:36:47,успешно,да,58.62
юр. лицо,получение средств,362.88,безналичный,Брест,Беларусбанк-DULM-364,15-03-2023,18:33:28,успешно,нет,0.0
физ. лицо,списание средств,2643.35,наличный,Могилев,Беларусбанк-ZATS-543,26-11-2012,21:31:13,недостаточно средств,да,250.34
юр. лицо,списание средств,4773.95,наличный,Гомель,Беларусбанк-CDCS-292,26-05-2001,02:39:12,успешно,да,237.07
физ. лицо,получение средств,660.64,наличный,Могилев,Беларусбанк-FZQL-208,17-01-2008,11:59:45,успешно,нет,0.0
физ. лицо,получение средств,2716.42,наличный,Минск,Беларусбанк-UBBQ-343,07-11-2007,20:58:24,успешно,нет,0.0
физ. лицо,списание средств,227.71,безналичный,Минск,Беларусбанк-DBUO-394,20-07-2013,02:12:24,успешно,да,15.42
юр. лицо,получение средств,622.08,наличный,Гомель,Беларусбанк-ZTOF-417,10-12-2023,03:05:13,успешно,нет,0.0
юр. лицо,получение средств,423.46,безналичный,Гродно,Беларусбанк-DWUV-258,22-01-2018,08:42:53,успешно,нет,0.0
юр. лицо,получение средств,2727.22,наличный,Гродно,Беларусбанк-FVMN-703,01-08-2001,08:10:22,успешно,нет,0.0
физ. лицо,списание средств,3166.34,наличный,Гомель,Беларусбанк-UZWD-072,31-12-2001,08:35:38,недостаточно средств,да,51.39
физ. лицо,получение средств,2039.78,наличный,Гомель,Беларусбанк-UBRF-885,03-01-2022,03:56:02,успешно,нет,0.0
физ. лицо,получение средств,731.44,безналичный,Гомель,Беларусбанк-PYQT-286,10-12-2007,21:00:43,успешно,нет,0.0
физ. лицо,получение средств,4903.11,безналичный,Могилев,Беларусбанк-MMHU-955,30-03-2022,22:22:05,успешно,нет,0.0
физ. лицо,списание средств,2310.61,безналичный,Минск,Беларусбанк-HLVC-146,02-01-2004,07:53:52,успешно,да,143.51
юр. лицо,списание средств,2335.77,наличный,Минск,Беларусбанк-GGCS-171,25-02-2005,00:22:22,неправильный ввод пин-кода,да,160.49
физ. лицо,получение средств,2391.46,наличный,Витебск,Беларусбанк-BYWO-363,01-11-2004,08:28:06,успешно,нет,0.0
физ. лицо,получение средств,4959.09,безналичный,Брест,Беларусбанк-ZGMM-784,23-10-2022,19:52:08,успешно,нет,0.0
физ. лицо,получение средств,17.34,безналичный,Могилев,Беларусбанк-RKPX-310,22-07-2007,22:49:26,успешно,нет,0.0
юр. лицо,получение средств,3472.98,наличный,Могилев,Беларусбанк-ACYP-390,21-11-2024,17:55:01,успешно,нет,0.0
юр. лицо,списание средств,2190.36,безналичный,Гомель,Беларусбанк-UOKI-098,07-01-2002,13:46:29,недостаточно средств,да,67.94
физ. лицо,списание средств,1909.41,безналичный,Гродно,Беларусбанк-LFWS-209,26-07-2020,13:19:34,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,352.83,безналичный,Витебск,Беларусбанк-UTRB-609,27-11-2011,13:29:32,недостаточно средств,нет,0.0
физ. лицо,получение средств,1005.38,наличный,Могилев,Беларусбанк-ZLEF-027,17-08-2016,07:44:44,успешно,нет,0.0
юр. лицо,получение средств,767.24,наличный,Могилев,Беларусбанк-CBSO-293,30-07-2002,23:56:34,успешно,нет,0.0
юр. лицо,списание средств,2226.37,безналичный,Могилев,Беларусбанк-SIPY-856,05-02-2007,11:45:22,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1561.76,безналичный,Брест,Беларусбанк-ONNT-692,19-06-2014,02:47:40,недостаточно средств,да,23.92
юр. лицо,списание средств,4246.85,наличный,Витебск,Беларусбанк-TDAW-114,06-09-2024,22:11:56,недостаточно средств,да,62.26
физ. лицо,списание средств,3829.71,наличный,Минск,Беларусбанк-JNOP-587,06-04-2017,21:45:06,недостаточно средств,нет,0.0
физ. лицо,получение средств,1022.57,безналичный,Брест,Беларусбанк-NJPA-314,23-12-2024,03:49:02,успешно,нет,0.0
физ. лицо,получение средств,1787.82,наличный,Минск,Беларусбанк-PNZO-081,21-03-2010,20:39:38,успешно,нет,0.0
юр. лицо,получение средств,3594.42,наличный,Гродно,Беларусбанк-UHNN-525,11-09-2015,04:32:50,успешно,нет,0.0
физ. лицо,списание средств,1706.41,наличный,Витебск,Беларусбанк-OCEB-930,09-07-2005,04:53:06,успешно,нет,0.0
юр. лицо,получение средств,1758.96,наличный,Витебск,Беларусбанк-MCOK-412,10-11-2022,12:10:09,успешно,нет,0.0
юр. лицо,получение средств,3730.19,наличный,Гомель,Беларусбанк-POXE-062,22-08-2022,11:51:45,успешно,нет,0.0
юр. лицо,списание средств,3719.9,наличный,Могилев,Беларусбанк-CQQD-883,01-08-2003,14:47:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2734.51,наличный,Могилев,Беларусбанк-MTGG-587,12-10-2018,05:53:45,неправильный ввод пин-кода,да,147.53
юр. лицо,списание средств,85.69,наличный,Могилев,Беларусбанк-ZMHT-155,17-06-2015,08:38:56,успешно,да,2.16
юр. лицо,получение средств,872.46,наличный,Могилев,Беларусбанк-FHKC-205,16-07-2012,12:24:51,успешно,нет,0.0
юр. лицо,получение средств,105.0,наличный,Гродно,Беларусбанк-WYKW-846,20-11-2011,16:25:14,успешно,нет,0.0
юр. лицо,списание средств,92.05,безналичный,Гродно,Беларусбанк-IGCE-880,04-09-2005,19:06:20,успешно,да,3.44
юр. лицо,списание средств,1816.56,наличный,Витебск,Беларусбанк-WDIM-662,31-07-2019,09:10:47,успешно,нет,0.0
юр. лицо,списание средств,4522.62,безналичный,Гомель,Беларусбанк-SICQ-659,11-05-2010,07:26:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1073.54,безналичный,Гомель,Беларусбанк-HTTD-340,20-12-2001,04:32:52,недостаточно средств,нет,0.0
юр. лицо,получение средств,4152.39,наличный,Брест,Беларусбанк-JPNX-863,31-03-2021,11:41:56,успешно,нет,0.0
юр. лицо,получение средств,3457.66,безналичный,Могилев,Беларусбанк-MTXF-624,15-07-2002,07:40:24,успешно,нет,0.0
физ. лицо,списание средств,1186.23,наличный,Гродно,Беларусбанк-IQSE-919,27-07-2003,11:52:07,успешно,нет,0.0
физ. лицо,списание средств,4302.13,безналичный,Гродно,Беларусбанк-JKVK-769,03-07-2017,02:29:45,успешно,нет,0.0
физ. лицо,получение средств,3184.61,безналичный,Гродно,Беларусбанк-DTNF-930,14-07-2006,13:02:09,успешно,нет,0.0
юр. лицо,списание средств,4727.66,безналичный,Брест,Беларусбанк-ROXM-226,22-02-2003,02:55:37,недостаточно средств,да,121.08
физ. лицо,получение средств,3407.63,наличный,Гомель,Беларусбанк-XQLJ-957,07-08-2011,17:26:04,успешно,нет,0.0
физ. лицо,списание средств,4113.95,безналичный,Могилев,Беларусбанк-CUIK-453,10-05-2005,02:35:07,недостаточно средств,да,69.01
физ. лицо,получение средств,1386.29,безналичный,Гомель,Беларусбанк-NYMM-336,16-04-2016,05:36:03,успешно,нет,0.0
юр. лицо,получение средств,176.8,безналичный,Брест,Беларусбанк-NXNJ-349,11-05-2005,01:57:07,успешно,нет,0.0
физ. лицо,списание средств,2340.47,безналичный,Гомель,Беларусбанк-TUHO-609,29-07-2014,08:00:34,неправильный ввод пин-кода,да,193.53
юр. лицо,получение средств,3370.89,наличный,Минск,Беларусбанк-QRSO-366,21-06-2010,08:36:43,успешно,нет,0.0
физ. лицо,списание средств,4659.09,безналичный,Гомель,Беларусбанк-AAFF-521,16-10-2010,19:04:56,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,324.65,наличный,Витебск,Беларусбанк-XEBC-562,19-04-2012,05:06:23,успешно,нет,0.0
юр. лицо,получение средств,1102.63,безналичный,Гомель,Беларусбанк-TZKG-573,01-05-2006,21:40:15,успешно,нет,0.0
юр. лицо,списание средств,4429.73,безналичный,Брест,Беларусбанк-MZCC-388,23-08-2006,21:57:49,неправильный ввод пин-кода,да,91.38
юр. лицо,получение средств,3118.51,наличный,Гомель,Беларусбанк-OQGL-517,08-07-2002,00:42:14,успешно,нет,0.0
физ. лицо,получение средств,248.04,наличный,Гродно,Беларусбанк-HFUZ-182,05-11-2015,18:19:10,успешно,нет,0.0
физ. лицо,списание средств,4611.84,безналичный,Минск,Беларусбанк-IBEH-822,31-07-2006,09:25:23,недостаточно средств,нет,0.0
юр. лицо,списание средств,3938.5,безналичный,Гомель,Беларусбанк-YDGM-931,22-12-2017,03:12:49,успешно,нет,0.0
физ. лицо,списание средств,384.02,безналичный,Минск,Беларусбанк-YUMR-395,08-01-2008,15:42:23,неправильный ввод пин-кода,да,29.52
физ. лицо,списание средств,333.87,наличный,Гомель,Беларусбанк-PAZJ-291,21-01-2023,04:11:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3424.06,наличный,Гродно,Беларусбанк-PJWC-381,11-11-2009,11:32:26,успешно,нет,0.0
физ. лицо,получение средств,2165.87,безналичный,Брест,Беларусбанк-YRUF-428,19-10-2004,04:13:51,успешно,нет,0.0
физ. лицо,получение средств,1420.69,наличный,Гродно,Беларусбанк-ARPC-486,02-03-2008,10:49:09,успешно,нет,0.0
физ. лицо,получение средств,4154.93,безналичный,Витебск,Беларусбанк-NNLW-129,04-05-2021,10:56:32,успешно,нет,0.0
физ. лицо,получение средств,4107.17,безналичный,Гродно,Беларусбанк-HJAK-949,18-01-2004,19:15:09,успешно,нет,0.0
физ. лицо,получение средств,4713.13,наличный,Гомель,Беларусбанк-VMKQ-829,18-05-2024,22:24:58,успешно,нет,0.0
юр. лицо,получение средств,4137.5,безналичный,Гомель,Беларусбанк-QBUK-294,06-01-2006,22:13:38,успешно,нет,0.0
юр. лицо,получение средств,4611.57,безналичный,Гомель,Беларусбанк-VLPG-013,07-07-2021,06:30:51,успешно,нет,0.0
физ. лицо,списание средств,52.32,наличный,Гродно,Беларусбанк-JOZX-251,21-09-2012,21:27:43,успешно,нет,0.0
юр. лицо,получение средств,2502.46,наличный,Гродно,Беларусбанк-RTEO-224,03-06-2015,05:53:39,успешно,нет,0.0
физ. лицо,списание средств,1005.41,наличный,Витебск,Беларусбанк-BVRZ-740,07-11-2002,23:02:40,неправильный ввод пин-кода,да,55.51
физ. лицо,списание средств,3821.09,безналичный,Гродно,Беларусбанк-DVLR-457,07-08-2024,13:37:56,недостаточно средств,нет,0.0
юр. лицо,списание средств,2183.26,безналичный,Могилев,Беларусбанк-MKEB-373,30-05-2000,05:46:31,недостаточно средств,да,152.06
юр. лицо,списание средств,1307.98,наличный,Брест,Беларусбанк-JTDU-275,19-05-2008,08:28:11,недостаточно средств,да,113.28
юр. лицо,списание средств,2628.78,безналичный,Могилев,Беларусбанк-HXQP-377,02-10-2005,13:22:35,успешно,нет,0.0
физ. лицо,получение средств,3921.69,безналичный,Гродно,Беларусбанк-UVUS-366,10-12-2019,21:32:20,успешно,нет,0.0
физ. лицо,получение средств,2060.67,безналичный,Витебск,Беларусбанк-JVAS-390,27-11-2024,04:47:08,успешно,нет,0.0
физ. лицо,списание средств,1083.65,безналичный,Могилев,Беларусбанк-JPLB-676,20-05-2023,18:48:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4180.21,наличный,Могилев,Беларусбанк-NWFM-490,13-10-2015,15:18:15,неправильный ввод пин-кода,да,99.48
физ. лицо,получение средств,1111.2,безналичный,Гродно,Беларусбанк-OXVH-530,14-06-2017,17:43:53,успешно,нет,0.0
юр. лицо,получение средств,3428.74,безналичный,Могилев,Беларусбанк-WQSD-497,15-02-2024,15:05:30,успешно,нет,0.0
юр. лицо,списание средств,4401.97,безналичный,Могилев,Беларусбанк-UGGW-561,09-03-2001,19:55:25,недостаточно средств,да,133.52
юр. лицо,списание средств,3118.78,наличный,Гомель,Беларусбанк-XVAA-249,22-06-2016,01:53:11,недостаточно средств,да,121.94
физ. лицо,списание средств,522.13,наличный,Минск,Беларусбанк-NSCB-725,23-01-2004,05:12:16,неправильный ввод пин-кода,да,18.07
физ. лицо,получение средств,3878.45,наличный,Брест,Беларусбанк-LDHZ-432,18-11-2016,05:10:49,успешно,нет,0.0
физ. лицо,получение средств,3472.29,наличный,Гродно,Беларусбанк-PQTX-820,16-08-2019,00:23:38,успешно,нет,0.0
юр. лицо,получение средств,0.39,наличный,Минск,Беларусбанк-LVTB-515,11-11-2003,02:13:00,успешно,нет,0.0
юр. лицо,списание средств,1711.35,наличный,Гомель,Беларусбанк-KIPZ-099,10-09-2011,10:47:23,успешно,нет,0.0
юр. лицо,получение средств,3570.87,наличный,Витебск,Беларусбанк-XEKV-901,05-08-2007,09:53:16,успешно,нет,0.0
юр. лицо,списание средств,3340.96,безналичный,Гомель,Беларусбанк-CMSH-543,11-07-2010,02:22:31,успешно,да,270.06
физ. лицо,получение средств,3440.41,безналичный,Брест,Беларусбанк-VPKQ-875,05-08-2014,13:13:19,успешно,нет,0.0
физ. лицо,получение средств,1352.87,наличный,Минск,Беларусбанк-WWFD-138,22-11-2003,10:21:50,успешно,нет,0.0
юр. лицо,списание средств,4665.34,наличный,Гомель,Беларусбанк-NTAJ-474,22-05-2012,02:58:30,недостаточно средств,да,144.24
юр. лицо,получение средств,414.64,безналичный,Витебск,Беларусбанк-XYVA-510,11-04-2017,00:31:14,успешно,нет,0.0
физ. лицо,получение средств,4569.18,наличный,Могилев,Беларусбанк-FPEL-693,02-02-2012,18:34:07,успешно,нет,0.0
физ. лицо,списание средств,216.99,наличный,Минск,Беларусбанк-AAWL-248,16-07-2003,20:02:03,неправильный ввод пин-кода,да,10.4
юр. лицо,получение средств,151.53,безналичный,Могилев,Беларусбанк-KHSY-898,19-04-2004,05:08:58,успешно,нет,0.0
юр. лицо,получение средств,3198.75,наличный,Гродно,Беларусбанк-OLFT-205,09-06-2024,10:20:54,успешно,нет,0.0
юр. лицо,списание средств,2997.17,безналичный,Витебск,Беларусбанк-QKSG-883,21-01-2007,15:25:40,неправильный ввод пин-кода,да,216.49
физ. лицо,получение средств,3452.07,наличный,Витебск,Беларусбанк-SGSY-833,06-12-2022,02:20:37,успешно,нет,0.0
юр. лицо,списание средств,4419.92,наличный,Гродно,Беларусбанк-VAZL-902,22-06-2007,05:40:54,успешно,да,311.86
физ. лицо,получение средств,3512.24,наличный,Гродно,Беларусбанк-ZEUI-223,10-07-2009,21:31:46,успешно,нет,0.0
юр. лицо,списание средств,2774.7,наличный,Брест,Беларусбанк-CJIV-483,31-05-2024,01:21:00,успешно,нет,0.0
физ. лицо,получение средств,3968.46,наличный,Гомель,Беларусбанк-YZCI-288,17-02-2023,22:34:25,успешно,нет,0.0
физ. лицо,получение средств,3203.18,наличный,Могилев,Беларусбанк-TWEG-170,10-11-2015,17:48:24,успешно,нет,0.0
юр. лицо,получение средств,1353.24,наличный,Брест,Беларусбанк-AWSF-898,02-08-2009,15:13:34,успешно,нет,0.0
физ. лицо,списание средств,252.92,безналичный,Могилев,Беларусбанк-DMGC-253,01-04-2013,21:54:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3375.73,безналичный,Гродно,Беларусбанк-YIJZ-884,24-03-2021,09:25:57,недостаточно средств,да,244.46
юр. лицо,списание средств,3313.71,безналичный,Могилев,Беларусбанк-ORNV-172,07-04-2007,23:53:25,успешно,да,256.42
физ. лицо,списание средств,2956.27,безналичный,Гомель,Беларусбанк-ZTNV-908,18-09-2012,23:11:07,неправильный ввод пин-кода,да,158.12
