Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,1644.86,наличный,Гомель,БелАгропромбанк-FYLF-248,29-03-2022,12:01:39,успешно,нет,0.0
физ. лицо,получение средств,1176.86,наличный,Витебск,БелАгропромбанк-EQJU-381,10-07-2014,19:36:23,успешно,нет,0.0
юр. лицо,получение средств,1628.51,безналичный,Брест,БелАгропромбанк-MHWS-426,07-02-2018,14:44:39,успешно,нет,0.0
юр. лицо,списание средств,2249.89,безналичный,Гродно,БелАгропромбанк-GBGL-945,13-06-2012,20:16:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,1120.93,наличный,Гродно,БелАгропромбанк-UZWX-399,20-08-2009,07:50:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4572.21,наличный,Гомель,БелАгропромбанк-RIES-026,24-09-2012,08:16:21,успешно,да,263.11
физ. лицо,списание средств,4703.71,наличный,Витебск,БелАгропромбанк-VOEE-308,28-08-2017,06:46:12,успешно,нет,0.0
юр. лицо,списание средств,2095.42,безналичный,Витебск,БелАгропромбанк-XRLC-801,06-08-2015,17:37:28,недостаточно средств,да,79.31
юр. лицо,списание средств,2025.39,наличный,Брест,БелАгропромбанк-ONPC-455,07-09-2010,09:25:16,успешно,да,156.95
физ. лицо,списание средств,4884.72,наличный,Минск,БелАгропромбанк-RMDR-031,28-10-2007,06:41:55,неправильный ввод пин-кода,да,202.95
физ. лицо,получение средств,3400.64,наличный,Гродно,БелАгропромбанк-UBWG-913,16-05-2024,04:29:08,успешно,нет,0.0
физ. лицо,списание средств,2472.99,наличный,Гомель,БелАгропромбанк-AZGF-016,10-08-2023,12:02:13,успешно,да,129.05
юр. лицо,списание средств,4116.35,наличный,Брест,БелАгропромбанк-JFRP-505,03-04-2015,15:07:16,недостаточно средств,нет,0.0
юр. лицо,получение средств,3595.22,безналичный,Витебск,БелАгропромбанк-WVHM-537,08-01-2015,19:08:30,успешно,нет,0.0
юр. лицо,списание средств,4300.87,безналичный,Гродно,БелАгропромбанк-WMQV-968,02-06-2008,00:11:26,недостаточно средств,да,113.57
физ. лицо,списание средств,2642.1,наличный,Брест,БелАгропромбанк-LNCG-128,03-07-2005,12:00:39,успешно,да,90.57
физ. лицо,списание средств,4665.01,безналичный,Могилев,БелАгропромбанк-ITPA-678,08-12-2008,14:12:48,успешно,нет,0.0
юр. лицо,списание средств,525.54,наличный,Минск,БелАгропромбанк-TICU-211,28-03-2011,18:04:59,недостаточно средств,да,9.96
юр. лицо,списание средств,3536.06,безналичный,Могилев,БелАгропромбанк-QVCY-633,27-06-2003,20:01:55,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3747.54,безналичный,Минск,БелАгропромбанк-TMJP-195,10-05-2007,23:34:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,682.26,безналичный,Витебск,БелАгропромбанк-RCJR-490,17-06-2016,19:34:35,успешно,нет,0.0
физ. лицо,списание средств,171.32,наличный,Гомель,БелАгропромбанк-YNZX-133,17-08-2010,01:26:25,неправильный ввод пин-кода,да,8.48
юр. лицо,получение средств,558.88,наличный,Минск,БелАгропромбанк-CNDE-255,16-05-2009,06:01:15,успешно,нет,0.0
юр. лицо,получение средств,1244.16,наличный,Брест,БелАгропромбанк-RCOQ-725,12-10-2000,07:35:27,успешно,нет,0.0
физ. лицо,списание средств,249.15,безналичный,Витебск,БелАгропромбанк-IUUW-144,24-02-2018,11:47:29,успешно,да,24.4
юр. лицо,получение средств,2261.86,безналичный,Минск,БелАгропромбанк-UADY-774,09-07-2015,09:12:49,успешно,нет,0.0
физ. лицо,списание средств,1175.13,безналичный,Могилев,БелАгропромбанк-MGBZ-034,02-10-2005,04:10:32,успешно,нет,0.0
физ. лицо,списание средств,3573.47,наличный,Витебск,БелАгропромбанк-MRTX-511,08-07-2005,15:18:32,неправильный ввод пин-кода,да,145.5
физ. лицо,списание средств,1597.33,наличный,Могилев,БелАгропромбанк-TJVP-346,29-07-2021,20:13:30,недостаточно средств,да,67.88
физ. лицо,списание средств,1351.2,безналичный,Минск,БелАгропромбанк-WOJW-137,11-07-2000,16:33:15,успешно,да,76.09
юр. лицо,получение средств,4519.12,безналичный,Брест,БелАгропромбанк-SZWG-345,23-03-2019,19:58:15,успешно,нет,0.0
юр. лицо,списание средств,1185.99,безналичный,Брест,БелАгропромбанк-AVIN-537,18-09-2020,11:55:17,успешно,нет,0.0
юр. лицо,получение средств,3564.13,безналичный,Минск,БелАгропромбанк-JZIM-055,04-01-2023,14:06:31,успешно,нет,0.0
юр. лицо,списание средств,4751.41,безналичный,Могилев,БелАгропромбанк-AOMH-434,04-05-2009,10:03:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,907.86,наличный,Гродно,БелАгропромбанк-MKNB-666,22-01-2011,19:30:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1734.43,безналичный,Минск,БелАгропромбанк-IIAL-468,18-10-2009,16:03:03,успешно,нет,0.0
физ. лицо,списание средств,2440.92,наличный,Брест,БелАгропромбанк-AKIB-050,23-06-2007,05:53:49,недостаточно средств,да,105.66
физ. лицо,списание средств,1904.28,наличный,Гомель,БелАгропромбанк-KWQT-141,30-12-2004,07:33:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3912.2,наличный,Гомель,БелАгропромбанк-XAQS-785,15-05-2003,20:14:58,успешно,нет,0.0
юр. лицо,получение средств,3393.34,наличный,Гомель,БелАгропромбанк-FLJL-070,19-11-2011,20:46:54,успешно,нет,0.0
юр. лицо,списание средств,1692.11,безналичный,Брест,БелАгропромбанк-ULYG-341,22-06-2018,19:49:12,неправильный ввод пин-кода,да,29.94
физ. лицо,списание средств,2293.3,безналичный,Витебск,БелАгропромбанк-BLIS-958,17-09-2003,03:28:52,недостаточно средств,нет,0.0
физ. лицо,списание средств,1309.09,безналичный,Гродно,БелАгропромбанк-GFKR-459,11-09-2017,18:32:11,неправильный ввод пин-кода,да,61.59
физ. лицо,получение средств,779.9,безналичный,Минск,БелАгропромбанк-VVHL-327,01-05-2019,06:55:28,успешно,нет,0.0
юр. лицо,получение средств,981.58,безналичный,Брест,БелАгропромбанк-TUGJ-135,28-08-2000,20:39:07,успешно,нет,0.0
физ. лицо,списание средств,510.66,наличный,Минск,БелАгропромбанк-RIXY-469,28-10-2003,02:22:56,успешно,нет,0.0
физ. лицо,получение средств,105.94,наличный,Брест,БелАгропромбанк-CQKF-166,26-11-2004,05:56:29,успешно,нет,0.0
физ. лицо,получение средств,1072.51,наличный,Брест,БелАгропромбанк-QUUN-171,27-08-2011,06:21:37,успешно,нет,0.0
юр. лицо,списание средств,4490.75,безналичный,Могилев,БелАгропромбанк-NFNZ-515,30-01-2018,13:37:33,недостаточно средств,нет,0.0
юр. лицо,списание средств,3605.22,безналичный,Витебск,БелАгропромбанк-DQIW-626,26-12-2006,05:09:43,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,958.53,безналичный,Гродно,БелАгропромбанк-ALRP-441,02-09-2013,01:55:39,успешно,нет,0.0
юр. лицо,списание средств,1326.23,безналичный,Гродно,БелАгропромбанк-IKWN-152,07-04-2016,11:04:23,недостаточно средств,да,43.76
юр. лицо,списание средств,2887.62,наличный,Витебск,БелАгропромбанк-HFKO-127,21-08-2015,16:21:04,недостаточно средств,да,156.53
физ. лицо,получение средств,4235.71,наличный,Гродно,БелАгропромбанк-SBCX-993,13-05-2011,10:24:45,успешно,нет,0.0
физ. лицо,получение средств,787.57,наличный,Гродно,БелАгропромбанк-MDOV-106,20-09-2018,19:42:57,успешно,нет,0.0
физ. лицо,списание средств,3537.87,безналичный,Гродно,БелАгропромбанк-HDHB-307,30-10-2005,12:16:53,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3546.2,безналичный,Минск,БелАгропромбанк-LCIM-403,27-08-2010,13:19:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,4742.86,наличный,Гомель,БелАгропромбанк-YIPK-911,09-10-2020,23:50:48,недостаточно средств,нет,0.0
юр. лицо,списание средств,1569.64,наличный,Гомель,БелАгропромбанк-ZKQK-120,07-03-2014,16:27:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1474.82,безналичный,Брест,БелАгропромбанк-BDUQ-649,23-02-2019,23:09:21,успешно,нет,0.0
юр. лицо,получение средств,2368.6,безналичный,Гродно,БелАгропромбанк-YDMV-287,30-12-2011,09:02:18,успешно,нет,0.0
физ. лицо,списание средств,4694.7,наличный,Гродно,БелАгропромбанк-OAPH-183,31-10-2015,21:40:36,успешно,нет,0.0
юр. лицо,списание средств,3245.2,безналичный,Брест,БелАгропромбанк-VVID-146,07-05-2024,16:00:51,успешно,да,307.61
юр. лицо,списание средств,4166.81,безналичный,Гомель,БелАгропромбанк-XPEZ-259,14-10-2023,07:48:09,успешно,нет,0.0
физ. лицо,получение средств,3722.87,безналичный,Могилев,БелАгропромбанк-MLSJ-784,29-03-2024,22:30:09,успешно,нет,0.0
юр. лицо,списание средств,550.37,безналичный,Витебск,БелАгропромбанк-YHSL-898,26-11-2000,13:24:33,успешно,да,9.17
физ. лицо,получение средств,3590.99,наличный,Витебск,БелАгропромбанк-TLGA-219,24-11-2011,07:40:01,успешно,нет,0.0
юр. лицо,списание средств,1388.87,безналичный,Гомель,БелАгропромбанк-AFPA-747,31-12-2016,09:13:18,недостаточно средств,да,98.23
физ. лицо,списание средств,1646.9,наличный,Минск,БелАгропромбанк-JUPP-962,03-10-2006,04:14:05,недостаточно средств,да,150.74
физ. лицо,получение средств,3289.86,безналичный,Брест,БелАгропромбанк-RYLX-662,19-02-2021,07:07:47,успешно,нет,0.0
физ. лицо,получение средств,1769.43,наличный,Гомель,БелАгропромбанк-ZJUI-293,16-03-2018,03:35:09,успешно,нет,0.0
физ. лицо,списание средств,914.4,наличный,Могилев,БелАгропромбанк-UQMG-606,07-10-2017,00:04:13,недостаточно средств,нет,0.0
юр. лицо,списание средств,61.74,наличный,Минск,БелАгропромбанк-YPOW-563,23-04-2002,22:52:38,недостаточно средств,нет,0.0
физ. лицо,получение средств,3045.53,наличный,Минск,БелАгропромбанк-NGBJ-130,09-07-2002,12:34:34,успешно,нет,0.0
юр. лицо,получение средств,3630.9,наличный,Брест,БелАгропромбанк-TIEK-389,05-01-2015,07:18:36,успешно,нет,0.0
юр. лицо,получение средств,2428.11,безналичный,Брест,БелАгропромбанк-VFGM-080,06-11-2003,18:49:34,успешно,нет,0.0
физ. лицо,списание средств,1104.54,наличный,Витебск,БелАгропромбанк-FOXF-565,22-05-2001,08:39:34,недостаточно средств,да,15.12
юр. лицо,получение средств,4884.95,безналичный,Гродно,БелАгропромбанк-MPHT-717,10-01-2002,00:03:36,успешно,нет,0.0
физ. лицо,получение средств,227.53,безналичный,Гомель,БелАгропромбанк-RKIX-605,17-05-2001,03:19:04,успешно,нет,0.0
физ. лицо,списание средств,2038.04,наличный,Брест,БелАгропромбанк-UURA-564,06-05-2020,01:08:08,успешно,да,63.59
физ. лицо,получение средств,2909.83,наличный,Брест,БелАгропромбанк-UDHN-437,07-11-2008,01:57:56,успешно,нет,0.0
физ. лицо,списание средств,15.48,наличный,Гомель,БелАгропромбанк-DYXW-159,01-08-2000,08:52:04,успешно,нет,0.0
физ. лицо,списание средств,4281.28,безналичный,Гомель,БелАгропромбанк-VMSC-516,04-06-2002,12:09:41,неправильный ввод пин-кода,да,128.85
физ. лицо,получение средств,497.45,безналичный,Гродно,БелАгропромбанк-BFXC-677,29-12-2000,16:36:57,успешно,нет,0.0
физ. лицо,получение средств,337.48,безналичный,Гомель,БелАгропромбанк-DLHF-153,01-10-2023,14:36:05,успешно,нет,0.0
физ. лицо,списание средств,3269.72,наличный,Гомель,БелАгропромбанк-VSTB-089,20-12-2019,22:58:01,недостаточно средств,нет,0.0
юр. лицо,получение средств,69.57,безналичный,Витебск,БелАгропромбанк-OCBP-795,23-09-2019,12:23:26,успешно,нет,0.0
физ. лицо,получение средств,4694.2,наличный,Гомель,БелАгропромбанк-UYRW-229,02-08-2019,22:31:48,успешно,нет,0.0
юр. лицо,списание средств,3943.92,безналичный,Гродно,БелАгропромбанк-HLFL-151,07-10-2008,22:54:11,недостаточно средств,нет,0.0
физ. лицо,получение средств,4375.33,безналичный,Могилев,БелАгропромбанк-SWDM-266,17-03-2019,16:30:40,успешно,нет,0.0
юр. лицо,списание средств,3084.89,наличный,Брест,БелАгропромбанк-KQGS-531,04-06-2006,20:45:37,успешно,да,297.07
физ. лицо,списание средств,1702.4,наличный,Минск,БелАгропромбанк-TAJS-137,13-11-2001,21:38:04,успешно,нет,0.0
физ. лицо,списание средств,3250.84,безналичный,Минск,БелАгропромбанк-KHAU-834,27-12-2000,01:29:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2923.15,наличный,Брест,БелАгропромбанк-EJJS-923,13-04-2024,06:16:23,успешно,нет,0.0
юр. лицо,получение средств,2729.92,наличный,Гродно,БелАгропромбанк-PFJT-809,01-06-2004,22:50:35,успешно,нет,0.0
юр. лицо,получение средств,2987.21,наличный,Гомель,БелАгропромбанк-WENU-159,03-12-2020,03:01:47,успешно,нет,0.0
физ. лицо,списание средств,295.19,наличный,Могилев,БелАгропромбанк-YQHG-879,23-01-2022,18:27:17,недостаточно средств,да,6.09
физ. лицо,списание средств,1779.33,наличный,Могилев,БелАгропромбанк-FQFP-729,31-12-2002,05:31:14,неправильный ввод пин-кода,да,154.31
физ. лицо,получение средств,1900.87,безналичный,Могилев,БелАгропромбанк-USBT-353,02-08-2008,18:31:41,успешно,нет,0.0
физ. лицо,получение средств,1383.29,наличный,Гомель,БелАгропромбанк-VWPX-585,13-09-2014,17:23:40,успешно,нет,0.0
физ. лицо,списание средств,2058.17,наличный,Гродно,БелАгропромбанк-UBHF-234,16-10-2012,21:35:16,недостаточно средств,нет,0.0
физ. лицо,получение средств,1523.39,безналичный,Могилев,БелАгропромбанк-TGIE-527,05-09-2022,20:00:41,успешно,нет,0.0
физ. лицо,списание средств,3262.72,наличный,Брест,БелАгропромбанк-DBKI-042,01-08-2023,23:04:45,недостаточно средств,да,160.35
физ. лицо,получение средств,4253.85,безналичный,Минск,БелАгропромбанк-ASVG-789,24-02-2014,23:39:22,успешно,нет,0.0
юр. лицо,списание средств,2402.51,безналичный,Гродно,БелАгропромбанк-UAHE-075,23-02-2004,10:02:50,успешно,да,187.66
физ. лицо,получение средств,1597.13,безналичный,Гомель,БелАгропромбанк-AGPO-189,06-03-2014,16:03:09,успешно,нет,0.0
юр. лицо,получение средств,2116.18,наличный,Гродно,БелАгропромбанк-GDTR-902,28-11-2013,14:15:12,успешно,нет,0.0
физ. лицо,списание средств,1747.74,безналичный,Минск,БелАгропромбанк-ZDVV-645,18-03-2003,08:37:29,успешно,нет,0.0
юр. лицо,получение средств,4689.67,наличный,Витебск,БелАгропромбанк-WPTX-312,05-04-2014,23:46:52,успешно,нет,0.0
физ. лицо,списание средств,1335.42,наличный,Минск,БелАгропромбанк-WLKL-733,18-11-2012,12:02:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,345.23,наличный,Витебск,БелАгропромбанк-QIED-131,16-03-2014,22:56:14,успешно,нет,0.0
юр. лицо,списание средств,1038.42,безналичный,Минск,БелАгропромбанк-JTAZ-882,06-09-2000,05:11:33,успешно,нет,0.0
физ. лицо,списание средств,4670.37,наличный,Брест,БелАгропромбанк-QMOB-249,22-02-2000,19:19:53,успешно,да,359.74
физ. лицо,списание средств,4287.9,безналичный,Гомель,БелАгропромбанк-GLSU-473,28-01-2021,06:02:06,недостаточно средств,нет,0.0
физ. лицо,получение средств,1632.9,наличный,Витебск,БелАгропромбанк-ADCR-756,27-07-2005,21:26:51,успешно,нет,0.0
юр. лицо,списание средств,4276.39,наличный,Витебск,БелАгропромбанк-CAKO-830,28-03-2010,17:33:19,недостаточно средств,да,376.3
юр. лицо,списание средств,1438.34,наличный,Гродно,БелАгропромбанк-GZCO-398,31-12-2023,18:48:55,успешно,да,83.25
физ. лицо,получение средств,1344.68,безналичный,Брест,БелАгропромбанк-DFHY-138,28-05-2020,14:25:21,успешно,нет,0.0
физ. лицо,списание средств,3039.4,безналичный,Минск,БелАгропромбанк-UHGI-327,20-09-2008,04:32:12,успешно,нет,0.0
юр. лицо,получение средств,837.78,безналичный,Гомель,БелАгропромбанк-TYKK-415,01-05-2024,05:30:14,успешно,нет,0.0
юр. лицо,получение средств,2067.22,наличный,Витебск,БелАгропромбанк-ITIO-373,11-04-2010,02:50:33,успешно,нет,0.0
юр. лицо,получение средств,3945.29,наличный,Брест,БелАгропромбанк-KAMS-460,25-01-2001,12:22:34,успешно,нет,0.0
юр. лицо,списание средств,1130.51,безналичный,Витебск,БелАгропромбанк-QIRI-949,31-03-2020,22:13:27,успешно,нет,0.0
юр. лицо,получение средств,2120.14,безналичный,Могилев,БелАгропромбанк-YZKE-342,15-01-2000,22:51:54,успешно,нет,0.0
юр. лицо,получение средств,2912.99,безналичный,Минск,БелАгропромбанк-VBRB-691,31-12-2005,18:11:20,успешно,нет,0.0
физ. лицо,списание средств,4505.93,наличный,Гомель,БелАгропромбанк-MTCM-512,06-12-2009,20:58:14,успешно,нет,0.0
физ. лицо,получение средств,2658.35,безналичный,Могилев,БелАгропромбанк-GCKV-181,08-01-2010,00:20:39,успешно,нет,0.0
юр. лицо,списание средств,3891.8,безналичный,Могилев,БелАгропромбанк-PUTE-837,18-09-2021,01:56:37,недостаточно средств,да,65.06
физ. лицо,списание средств,4279.82,наличный,Гомель,БелАгропромбанк-WDJC-592,30-11-2012,07:55:00,успешно,нет,0.0
физ. лицо,списание средств,1115.67,наличный,Брест,БелАгропромбанк-BEPF-506,12-04-2006,04:05:25,недостаточно средств,да,20.39
физ. лицо,получение средств,4964.36,наличный,Минск,БелАгропромбанк-XSCA-893,04-04-2014,18:38:47,успешно,нет,0.0
физ. лицо,получение средств,2578.47,безналичный,Гродно,БелАгропромбанк-VBUG-473,20-03-2004,18:28:33,успешно,нет,0.0
физ. лицо,получение средств,4640.79,наличный,Витебск,БелАгропромбанк-BQHD-694,11-06-2024,00:16:09,успешно,нет,0.0
физ. лицо,получение средств,801.03,безналичный,Витебск,БелАгропромбанк-VHZF-174,03-06-2006,01:52:04,успешно,нет,0.0
юр. лицо,получение средств,2265.22,безналичный,Минск,БелАгропромбанк-ZBVA-655,17-04-2012,03:07:37,успешно,нет,0.0
юр. лицо,получение средств,4083.08,наличный,Гродно,БелАгропромбанк-XNRU-175,18-02-2015,17:32:11,успешно,нет,0.0
физ. лицо,получение средств,680.94,наличный,Минск,БелАгропромбанк-RSHU-232,04-09-2024,09:01:19,успешно,нет,0.0
юр. лицо,получение средств,4442.41,безналичный,Гродно,БелАгропромбанк-EYRK-592,09-12-2016,04:07:09,успешно,нет,0.0
физ. лицо,получение средств,386.73,безналичный,Гродно,БелАгропромбанк-MRHJ-072,20-06-2019,16:07:07,успешно,нет,0.0
юр. лицо,списание средств,3777.98,наличный,Гомель,БелАгропромбанк-OYPS-535,17-01-2020,17:30:48,успешно,да,154.43
юр. лицо,получение средств,4308.95,безналичный,Могилев,БелАгропромбанк-DDHW-593,20-08-2005,03:14:27,успешно,нет,0.0
юр. лицо,получение средств,4202.67,наличный,Витебск,БелАгропромбанк-BRSG-243,02-01-2001,15:29:11,успешно,нет,0.0
физ. лицо,списание средств,3835.4,наличный,Могилев,БелАгропромбанк-FTQZ-186,12-11-2008,18:18:00,успешно,нет,0.0
физ. лицо,получение средств,319.79,наличный,Минск,БелАгропромбанк-WYUV-658,02-12-2015,12:41:22,успешно,нет,0.0
юр. лицо,списание средств,871.47,безналичный,Брест,БелАгропромбанк-LZTL-255,14-11-2013,23:34:10,успешно,да,15.1
физ. лицо,списание средств,40.69,безналичный,Минск,БелАгропромбанк-IRSS-529,02-10-2013,12:00:04,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1689.81,наличный,Витебск,БелАгропромбанк-NXTH-050,20-01-2000,17:29:03,успешно,нет,0.0
физ. лицо,получение средств,1401.9,безналичный,Гродно,БелАгропромбанк-SWAS-797,19-05-2000,10:57:30,успешно,нет,0.0
физ. лицо,списание средств,2721.54,безналичный,Минск,БелАгропромбанк-CGFP-618,14-12-2013,02:58:50,успешно,нет,0.0
физ. лицо,списание средств,2459.03,безналичный,Брест,БелАгропромбанк-OTZL-572,24-01-2012,23:00:26,недостаточно средств,да,101.67
юр. лицо,получение средств,1621.69,безналичный,Гомель,БелАгропромбанк-UDOS-278,21-03-2002,06:32:38,успешно,нет,0.0
юр. лицо,списание средств,2709.93,безналичный,Гомель,БелАгропромбанк-CXNL-107,01-10-2015,14:34:04,неправильный ввод пин-кода,да,44.01
юр. лицо,списание средств,3123.72,наличный,Витебск,БелАгропромбанк-ODPL-231,10-04-2016,06:42:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2569.53,безналичный,Гродно,БелАгропромбанк-RWPZ-588,06-01-2004,05:37:02,успешно,нет,0.0
физ. лицо,списание средств,114.97,наличный,Витебск,БелАгропромбанк-WYJT-831,13-09-2013,07:55:38,успешно,да,8.89
юр. лицо,получение средств,550.32,наличный,Витебск,БелАгропромбанк-VPEY-751,10-03-2017,17:13:27,успешно,нет,0.0
физ. лицо,получение средств,4276.34,наличный,Минск,БелАгропромбанк-ZKZH-230,17-05-2002,07:11:28,успешно,нет,0.0
физ. лицо,списание средств,2541.54,безналичный,Гомель,БелАгропромбанк-PXJJ-765,21-06-2004,15:03:34,неправильный ввод пин-кода,да,198.94
физ. лицо,списание средств,4567.3,наличный,Гомель,БелАгропромбанк-CDSP-436,04-03-2006,11:12:41,успешно,нет,0.0
юр. лицо,получение средств,2152.09,наличный,Минск,БелАгропромбанк-YDXC-801,29-03-2017,10:49:56,успешно,нет,0.0
физ. лицо,получение средств,3816.52,наличный,Гомель,БелАгропромбанк-TOAK-457,29-03-2000,01:25:13,успешно,нет,0.0
юр. лицо,получение средств,2831.66,безналичный,Могилев,БелАгропромбанк-FTVT-511,19-05-2013,19:03:03,успешно,нет,0.0
физ. лицо,получение средств,4240.41,безналичный,Брест,БелАгропромбанк-LPPC-131,24-06-2001,11:03:13,успешно,нет,0.0
юр. лицо,списание средств,4154.92,безналичный,Гомель,БелАгропромбанк-OKGI-616,14-01-2020,07:27:59,успешно,нет,0.0
юр. лицо,получение средств,207.33,наличный,Витебск,БелАгропромбанк-OYGQ-858,02-03-2001,20:09:55,успешно,нет,0.0
юр. лицо,получение средств,1807.88,наличный,Минск,БелАгропромбанк-KXQS-123,26-10-2012,03:18:28,успешно,нет,0.0
юр. лицо,получение средств,1710.85,безналичный,Минск,БелАгропромбанк-XQBV-165,25-11-2024,11:28:01,успешно,нет,0.0
юр. лицо,получение средств,2439.94,наличный,Гомель,БелАгропромбанк-MPDI-543,23-06-2019,16:14:16,успешно,нет,0.0
юр. лицо,получение средств,3558.0,безналичный,Могилев,БелАгропромбанк-TMKW-967,10-10-2019,01:27:36,успешно,нет,0.0
юр. лицо,списание средств,3635.12,безналичный,Могилев,БелАгропромбанк-ICJL-967,04-07-2018,07:32:14,недостаточно средств,нет,0.0
физ. лицо,получение средств,3343.67,наличный,Минск,БелАгропромбанк-ABTI-880,23-09-2020,00:41:55,успешно,нет,0.0
юр. лицо,списание средств,1636.76,безналичный,Минск,БелАгропромбанк-UPBF-736,05-08-2006,20:44:19,успешно,да,85.5
физ. лицо,списание средств,1536.77,наличный,Гродно,БелАгропромбанк-ZWUW-733,03-01-2018,22:27:19,недостаточно средств,да,83.52
физ. лицо,списание средств,3895.45,безналичный,Могилев,БелАгропромбанк-LQKH-079,20-04-2012,10:09:55,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3203.34,наличный,Минск,БелАгропромбанк-ADZM-723,11-01-2008,07:16:56,успешно,нет,0.0
юр. лицо,списание средств,1576.23,наличный,Гомель,БелАгропромбанк-RZVQ-280,27-10-2013,09:40:45,успешно,да,80.99
физ. лицо,получение средств,960.15,безналичный,Брест,БелАгропромбанк-HFPB-527,06-06-2019,17:54:01,успешно,нет,0.0
юр. лицо,получение средств,4073.74,безналичный,Гродно,БелАгропромбанк-HLDB-822,02-12-2008,12:18:13,успешно,нет,0.0
юр. лицо,получение средств,1144.24,наличный,Минск,БелАгропромбанк-KBHW-607,19-11-2005,02:16:10,успешно,нет,0.0
физ. лицо,списание средств,3309.43,безналичный,Гомель,БелАгропромбанк-GDMT-673,24-12-2014,11:59:22,недостаточно средств,да,233.45
физ. лицо,получение средств,2597.77,наличный,Минск,БелАгропромбанк-LGJV-844,19-03-2009,05:06:42,успешно,нет,0.0
физ. лицо,списание средств,1318.44,наличный,Брест,БелАгропромбанк-CRFI-395,21-03-2024,14:30:40,недостаточно средств,нет,0.0
юр. лицо,получение средств,537.54,наличный,Гомель,БелАгропромбанк-WFVO-479,24-08-2014,16:42:25,успешно,нет,0.0
физ. лицо,списание средств,1259.9,наличный,Витебск,БелАгропромбанк-GHCC-191,07-04-2008,01:02:30,недостаточно средств,да,21.81
юр. лицо,получение средств,941.98,безналичный,Гродно,БелАгропромбанк-VVFO-200,31-12-2004,00:41:28,успешно,нет,0.0
юр. лицо,получение средств,4955.25,безналичный,Гомель,БелАгропромбанк-AMZW-799,28-11-2005,10:55:40,успешно,нет,0.0
физ. лицо,списание средств,2850.21,наличный,Минск,БелАгропромбанк-DJDO-081,16-09-2021,00:17:20,успешно,да,112.6
юр. лицо,получение средств,1888.76,наличный,Могилев,БелАгропромбанк-ZAHZ-672,01-01-2020,16:26:13,успешно,нет,0.0
физ. лицо,получение средств,3372.39,наличный,Брест,БелАгропромбанк-DWSW-531,14-04-2001,03:03:03,успешно,нет,0.0
юр. лицо,списание средств,1078.25,безналичный,Могилев,БелАгропромбанк-PIUW-002,24-07-2022,20:22:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,3610.05,наличный,Могилев,БелАгропромбанк-UIVE-651,04-07-2004,04:47:40,неправильный ввод пин-кода,да,39.75
физ. лицо,списание средств,2988.65,наличный,Витебск,БелАгропромбанк-XFRX-989,26-11-2000,02:25:07,неправильный ввод пин-кода,да,259.85
физ. лицо,списание средств,321.32,наличный,Гомель,БелАгропромбанк-DSZR-129,15-07-2000,06:57:11,успешно,да,15.91
юр. лицо,списание средств,4837.5,безналичный,Гродно,БелАгропромбанк-WTVZ-902,17-03-2005,18:19:36,неправильный ввод пин-кода,да,74.51
юр. лицо,списание средств,3578.74,наличный,Гродно,БелАгропромбанк-QGUW-906,23-10-2004,14:27:52,успешно,нет,0.0
физ. лицо,списание средств,3618.5,наличный,Могилев,БелАгропромбанк-YXXB-033,20-07-2000,04:52:21,успешно,нет,0.0
физ. лицо,списание средств,2602.02,безналичный,Минск,БелАгропромбанк-ICDU-427,23-05-2006,01:32:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4254.76,безналичный,Могилев,БелАгропромбанк-QOLX-551,13-07-2001,05:10:37,успешно,нет,0.0
юр. лицо,получение средств,4026.98,наличный,Могилев,БелАгропромбанк-UUWA-401,26-05-2015,17:30:43,успешно,нет,0.0
юр. лицо,списание средств,4114.51,наличный,Гродно,БелАгропромбанк-YPGS-590,21-04-2007,13:08:56,неправильный ввод пин-кода,да,275.7
юр. лицо,списание средств,339.22,наличный,Гродно,БелАгропромбанк-PNTK-180,05-04-2001,05:32:42,успешно,нет,0.0
юр. лицо,получение средств,2614.69,наличный,Витебск,БелАгропромбанк-DACZ-482,26-12-2021,16:06:18,успешно,нет,0.0
