Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,4705.13,безналичный,Гомель,Белинвестбанк-RCVG-057,05-04-2011,14:30:06,успешно,да,245.01
юр. лицо,списание средств,2567.81,наличный,Минск,Белинвестбанк-MLLM-958,25-01-2017,20:56:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,306.58,безналичный,Могилев,Белинвестбанк-DVTQ-521,08-12-2020,16:27:56,успешно,нет,0.0
физ. лицо,получение средств,4498.71,безналичный,Гродно,Белинвестбанк-QXOM-314,17-01-2015,01:33:26,успешно,нет,0.0
юр. лицо,списание средств,4340.66,наличный,Гродно,Белинвестбанк-NUMS-948,04-06-2009,02:20:33,успешно,нет,0.0
юр. лицо,списание средств,4720.13,наличный,Гомель,Белинвестбанк-TUMI-336,03-03-2013,18:49:43,недостаточно средств,нет,0.0
юр. лицо,списание средств,1171.77,наличный,Витебск,Белинвестбанк-BHLF-347,06-11-2012,09:37:40,недостаточно средств,да,72.22
физ. лицо,получение средств,2432.0,наличный,Могилев,Белинвестбанк-GWYH-944,31-05-2024,21:26:12,успешно,нет,0.0
физ. лицо,получение средств,3344.7,наличный,Могилев,Белинвестбанк-SUHM-890,22-06-2008,20:55:04,успешно,нет,0.0
физ. лицо,списание средств,1505.71,наличный,Минск,Белинвестбанк-CKOT-088,04-11-2015,13:37:47,успешно,да,140.17
юр. лицо,списание средств,4874.0,наличный,Гомель,Белинвестбанк-UYIV-078,20-09-2021,15:53:53,недостаточно средств,нет,0.0
юр. лицо,получение средств,1860.48,безналичный,Могилев,Белинвестбанк-YVNP-282,17-11-2001,03:22:36,успешно,нет,0.0
юр. лицо,списание средств,1285.76,наличный,Гродно,Белинвестбанк-DESF-971,12-03-2017,03:49:07,успешно,нет,0.0
физ. лицо,получение средств,2103.88,безналичный,Витебск,Белинвестбанк-HQIZ-996,10-11-2022,16:32:10,успешно,нет,0.0
юр. лицо,списание средств,2908.52,безналичный,Витебск,Белинвестбанк-ZHBC-778,08-05-2008,16:34:14,недостаточно средств,нет,0.0
юр. лицо,получение средств,1177.93,наличный,Могилев,Белинвестбанк-UYYS-498,05-10-2002,20:36:32,успешно,нет,0.0
физ. лицо,получение средств,2936.27,наличный,Минск,Белинвестбанк-XYLW-302,08-04-2000,21:26:42,успешно,нет,0.0
физ. лицо,получение средств,2899.36,наличный,Гомель,Белинвестбанк-ADMK-066,07-10-2019,19:30:30,успешно,нет,0.0
юр. лицо,списание средств,3007.29,безналичный,Витебск,Белинвестбанк-ZYDY-871,07-05-2015,07:06:10,неправильный ввод пин-кода,да,181.37
физ. лицо,получение средств,3301.71,безналичный,Витебск,Белинвестбанк-LECM-947,17-01-2012,22:37:32,успешно,нет,0.0
юр. лицо,получение средств,3147.45,наличный,Могилев,Белинвестбанк-CAFT-822,02-12-2006,00:44:28,успешно,нет,0.0
юр. лицо,получение средств,4446.85,наличный,Брест,Белинвестбанк-PHFH-006,25-10-2005,17:16:15,успешно,нет,0.0
юр. лицо,получение средств,400.74,наличный,Могилев,Белинвестбанк-YAJD-359,30-04-2023,19:56:35,успешно,нет,0.0
физ. лицо,списание средств,1024.08,наличный,Витебск,Белинвестбанк-MFSY-337,27-12-2002,09:01:21,недостаточно средств,да,33.24
физ. лицо,списание средств,273.62,безналичный,Витебск,Белинвестбанк-FTBB-218,22-01-2010,19:42:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2830.25,безналичный,Гомель,Белинвестбанк-WDRK-373,28-08-2012,16:53:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2615.39,наличный,Могилев,Белинвестбанк-IULS-578,10-12-2003,09:20:13,успешно,нет,0.0
физ. лицо,получение средств,2144.58,безналичный,Могилев,Белинвестбанк-BIVS-234,18-03-2012,21:09:09,успешно,нет,0.0
юр. лицо,получение средств,1203.34,наличный,Гомель,Белинвестбанк-KVMU-668,12-03-2017,17:37:01,успешно,нет,0.0
юр. лицо,списание средств,2340.0,наличный,Гомель,Белинвестбанк-LYXM-085,09-02-2016,21:24:03,успешно,да,137.83
юр. лицо,получение средств,724.28,безналичный,Минск,Белинвестбанк-PVBX-691,26-02-2001,05:07:21,успешно,нет,0.0
юр. лицо,получение средств,381.99,наличный,Витебск,Белинвестбанк-OLNE-579,21-05-2016,05:17:04,успешно,нет,0.0
физ. лицо,получение средств,878.22,наличный,Могилев,Белинвестбанк-HECX-053,12-06-2023,03:02:40,успешно,нет,0.0
юр. лицо,получение средств,1052.77,безналичный,Брест,Белинвестбанк-NAIC-532,17-03-2007,08:05:05,успешно,нет,0.0
юр. лицо,получение средств,2646.17,наличный,Брест,Белинвестбанк-QAOP-268,24-04-2013,19:53:40,успешно,нет,0.0
физ. лицо,списание средств,2983.49,наличный,Могилев,Белинвестбанк-LTUU-991,07-09-2002,05:29:39,неправильный ввод пин-кода,да,166.3
юр. лицо,получение средств,902.43,безналичный,Гродно,Белинвестбанк-OTZU-961,07-03-2008,23:59:48,успешно,нет,0.0
юр. лицо,списание средств,60.5,безналичный,Могилев,Белинвестбанк-ZGJH-596,30-12-2024,22:51:09,неправильный ввод пин-кода,да,5.64
физ. лицо,списание средств,2999.76,безналичный,Могилев,Белинвестбанк-EXGR-522,05-02-2009,16:06:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2527.93,безналичный,Минск,Белинвестбанк-XPLU-857,01-12-2012,13:38:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2706.56,наличный,Витебск,Белинвестбанк-WEDY-475,10-09-2006,06:02:22,неправильный ввод пин-кода,да,160.02
физ. лицо,получение средств,3239.76,безналичный,Брест,Белинвестбанк-FFPV-413,21-12-2011,21:01:56,успешно,нет,0.0
юр. лицо,получение средств,964.43,безналичный,Брест,Белинвестбанк-RLVB-211,16-11-2018,15:01:31,успешно,нет,0.0
физ. лицо,списание средств,3025.05,безналичный,Витебск,Белинвестбанк-ALGT-428,10-09-2020,08:31:48,успешно,да,183.21
юр. лицо,получение средств,1951.26,безналичный,Гомель,Белинвестбанк-CJQY-382,21-07-2020,15:24:19,успешно,нет,0.0
юр. лицо,получение средств,4809.34,безналичный,Гродно,Белинвестбанк-VBUN-152,04-08-2019,03:22:04,успешно,нет,0.0
юр. лицо,списание средств,1880.53,наличный,Гродно,Белинвестбанк-NEXT-933,07-06-2023,13:07:10,недостаточно средств,да,19.71
юр. лицо,получение средств,1521.65,безналичный,Могилев,Белинвестбанк-RTTN-237,18-01-2019,00:22:01,успешно,нет,0.0
физ. лицо,получение средств,3868.92,наличный,Могилев,Белинвестбанк-RMLP-627,01-09-2010,16:17:19,успешно,нет,0.0
юр. лицо,списание средств,3619.33,безналичный,Брест,Белинвестбанк-XMXC-715,18-10-2006,20:16:07,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3324.27,безналичный,Гродно,Белинвестбанк-WFBE-716,07-01-2018,08:53:14,успешно,да,148.95
юр. лицо,получение средств,1740.49,безналичный,Брест,Белинвестбанк-JXVX-959,19-11-2019,15:52:52,успешно,нет,0.0
юр. лицо,получение средств,3337.3,наличный,Гомель,Белинвестбанк-YFPD-116,23-05-2009,01:44:16,успешно,нет,0.0
физ. лицо,списание средств,3379.57,безналичный,Гомель,Белинвестбанк-MZJZ-224,17-11-2022,22:35:36,неправильный ввод пин-кода,да,277.05
юр. лицо,получение средств,3591.41,безналичный,Минск,Белинвестбанк-WJLP-495,21-08-2021,07:06:30,успешно,нет,0.0
юр. лицо,получение средств,772.99,наличный,Могилев,Белинвестбанк-ZXVY-589,19-03-2018,18:44:39,успешно,нет,0.0
юр. лицо,получение средств,2095.74,наличный,Гродно,Белинвестбанк-MDLI-952,07-09-2014,04:10:18,успешно,нет,0.0
юр. лицо,получение средств,124.85,безналичный,Витебск,Белинвестбанк-FHJT-809,22-08-2011,07:02:58,успешно,нет,0.0
физ. лицо,списание средств,4070.05,безналичный,Витебск,Белинвестбанк-PJWL-563,07-07-2001,20:22:39,недостаточно средств,нет,0.0
физ. лицо,получение средств,2142.97,безналичный,Могилев,Белинвестбанк-DJNV-083,08-06-2021,11:57:37,успешно,нет,0.0
юр. лицо,получение средств,1266.69,безналичный,Гомель,Белинвестбанк-KFUW-992,07-11-2010,14:09:52,успешно,нет,0.0
юр. лицо,получение средств,3987.47,безналичный,Гродно,Белинвестбанк-XRME-161,04-09-2018,16:12:16,успешно,нет,0.0
юр. лицо,получение средств,4804.08,безналичный,Минск,Белинвестбанк-CYYF-343,02-03-2001,05:57:48,успешно,нет,0.0
юр. лицо,списание средств,427.69,безналичный,Минск,Белинвестбанк-QUHB-280,19-02-2021,15:14:56,недостаточно средств,нет,0.0
физ. лицо,получение средств,4291.72,безналичный,Могилев,Белинвестбанк-EIYC-584,15-11-2003,23:17:43,успешно,нет,0.0
юр. лицо,получение средств,2386.31,безналичный,Гродно,Белинвестбанк-XTMY-281,01-12-2002,03:34:40,успешно,нет,0.0
физ. лицо,списание средств,2986.97,безналичный,Минск,Белинвестбанк-FVEB-647,17-04-2013,02:24:11,успешно,нет,0.0
физ. лицо,получение средств,1792.0,безналичный,Минск,Белинвестбанк-SAGN-370,18-06-2006,01:42:51,успешно,нет,0.0
юр. лицо,получение средств,4026.54,безналичный,Минск,Белинвестбанк-OMPD-881,12-09-2004,10:56:13,успешно,нет,0.0
физ. лицо,списание средств,2668.84,наличный,Витебск,Белинвестбанк-QLAK-777,24-07-2019,05:25:54,успешно,да,40.06
физ. лицо,получение средств,4740.72,наличный,Брест,Белинвестбанк-JSOW-786,30-10-2015,05:43:53,успешно,нет,0.0
физ. лицо,получение средств,2939.68,безналичный,Гродно,Белинвестбанк-AEMN-280,04-05-2010,03:44:16,успешно,нет,0.0
юр. лицо,получение средств,2784.84,наличный,Минск,Белинвестбанк-SAJB-898,09-01-2008,22:24:49,успешно,нет,0.0
юр. лицо,списание средств,3015.37,безналичный,Могилев,Белинвестбанк-SWMH-404,07-03-2022,05:50:24,недостаточно средств,да,104.99
физ. лицо,получение средств,4871.27,безналичный,Минск,Белинвестбанк-NAUK-196,26-07-2007,11:42:56,успешно,нет,0.0
юр. лицо,списание средств,1860.39,наличный,Гродно,Белинвестбанк-DEDP-655,23-10-2005,23:30:00,неправильный ввод пин-кода,да,23.95
юр. лицо,получение средств,4926.89,безналичный,Гомель,Белинвестбанк-YUJB-703,28-01-2017,17:34:16,успешно,нет,0.0
юр. лицо,списание средств,4949.93,наличный,Могилев,Белинвестбанк-ABJH-124,29-06-2015,13:58:59,успешно,нет,0.0
физ. лицо,получение средств,303.27,наличный,Витебск,Белинвестбанк-RHYY-087,28-04-2009,04:37:17,успешно,нет,0.0
юр. лицо,получение средств,325.46,наличный,Минск,Белинвестбанк-CGQI-463,19-06-2020,00:15:57,успешно,нет,0.0
физ. лицо,списание средств,4524.34,безналичный,Брест,Белинвестбанк-QAOR-461,12-02-2008,04:12:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,545.06,безналичный,Гомель,Белинвестбанк-HQNA-619,04-01-2008,11:21:19,успешно,да,39.79
физ. лицо,списание средств,266.95,наличный,Могилев,Белинвестбанк-YXQI-375,27-05-2014,21:33:28,недостаточно средств,нет,0.0
юр. лицо,получение средств,3228.58,безналичный,Брест,Белинвестбанк-OLBX-720,24-11-2003,20:48:12,успешно,нет,0.0
физ. лицо,получение средств,4316.34,безналичный,Витебск,Белинвестбанк-BPLG-512,15-10-2000,06:37:03,успешно,нет,0.0
юр. лицо,получение средств,4271.43,наличный,Витебск,Белинвестбанк-SXZM-249,28-09-2022,08:55:06,успешно,нет,0.0
физ. лицо,списание средств,177.56,наличный,Гродно,Белинвестбанк-XMTU-325,25-11-2015,18:31:11,недостаточно средств,да,2.23
физ. лицо,получение средств,1099.95,безналичный,Гродно,Белинвестбанк-RFLU-545,08-01-2023,07:36:47,успешно,нет,0.0
физ. лицо,получение средств,226.1,безналичный,Гродно,Белинвестбанк-XNVY-014,03-04-2005,01:36:29,успешно,нет,0.0
физ. лицо,списание средств,3657.96,безналичный,Витебск,Белинвестбанк-DASK-975,02-08-2004,23:15:18,недостаточно средств,да,317.34
физ. лицо,списание средств,4178.1,наличный,Витебск,Белинвестбанк-HOOD-084,01-10-2010,23:19:21,недостаточно средств,нет,0.0
юр. лицо,получение средств,4435.05,наличный,Могилев,Белинвестбанк-KVBG-088,29-10-2015,23:49:04,успешно,нет,0.0
юр. лицо,списание средств,4250.2,наличный,Могилев,Белинвестбанк-GUMM-665,28-02-2018,05:30:00,неправильный ввод пин-кода,да,424.14
юр. лицо,получение средств,3241.2,безналичный,Брест,Белинвестбанк-ZGVD-182,18-06-2007,09:08:40,успешно,нет,0.0
физ. лицо,получение средств,2641.58,безналичный,Минск,Белинвестбанк-VKMS-465,09-06-2001,22:29:51,успешно,нет,0.0
юр. лицо,списание средств,3275.21,наличный,Гомель,Белинвестбанк-PAVF-994,01-08-2012,07:39:11,успешно,нет,0.0
юр. лицо,списание средств,3363.53,безналичный,Минск,Белинвестбанк-KSZO-571,23-06-2004,18:06:35,недостаточно средств,да,171.73
физ. лицо,получение средств,4703.04,наличный,Гродно,Белинвестбанк-OBJU-162,25-03-2019,05:00:05,успешно,нет,0.0
физ. лицо,списание средств,856.04,наличный,Гродно,Белинвестбанк-CRVX-168,22-10-2022,07:25:07,успешно,нет,0.0
физ. лицо,получение средств,2820.74,наличный,Брест,Белинвестбанк-EJAA-914,31-10-2009,21:33:13,успешно,нет,0.0
физ. лицо,списание средств,476.82,безналичный,Брест,Белинвестбанк-ZNAM-367,12-09-2017,10:05:18,недостаточно средств,да,32.59
юр. лицо,получение средств,1869.83,безналичный,Брест,Белинвестбанк-UFLB-400,28-08-2009,05:16:05,успешно,нет,0.0
физ. лицо,получение средств,2475.56,безналичный,Гомель,Белинвестбанк-UIIC-436,11-11-2014,14:41:14,успешно,нет,0.0
юр. лицо,получение средств,4780.98,наличный,Витебск,Белинвестбанк-PZKP-052,09-09-2018,09:10:19,успешно,нет,0.0
юр. лицо,списание средств,2777.27,безналичный,Брест,Белинвестбанк-LBLD-404,18-07-2013,03:08:04,недостаточно средств,нет,0.0
физ. лицо,получение средств,4732.66,наличный,Брест,Белинвестбанк-PBAW-298,31-05-2008,16:23:15,успешно,нет,0.0
физ. лицо,списание средств,933.01,безналичный,Витебск,Белинвестбанк-IOHK-682,15-01-2014,12:16:07,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3728.57,наличный,Витебск,Белинвестбанк-XGTM-248,04-06-2012,14:55:24,успешно,нет,0.0
юр. лицо,получение средств,2650.66,безналичный,Минск,Белинвестбанк-NWWZ-714,26-02-2005,14:29:50,успешно,нет,0.0
физ. лицо,получение средств,1770.2,безналичный,Гомель,Белинвестбанк-CEZV-462,13-08-2000,08:49:07,успешно,нет,0.0
юр. лицо,получение средств,2780.49,безналичный,Могилев,Белинвестбанк-BFEW-956,05-05-2021,20:39:26,успешно,нет,0.0
физ. лицо,списание средств,3356.32,безналичный,Могилев,Белинвестбанк-MDRN-021,23-12-2020,17:07:29,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4232.29,наличный,Гродно,Белинвестбанк-ZUVY-312,29-11-2006,01:43:23,недостаточно средств,нет,0.0
юр. лицо,получение средств,1702.74,безналичный,Витебск,Белинвестбанк-IONE-536,26-03-2015,15:11:00,успешно,нет,0.0
физ. лицо,списание средств,823.25,безналичный,Могилев,Белинвестбанк-SJFF-034,08-07-2007,21:28:17,неправильный ввод пин-кода,да,58.71
юр. лицо,списание средств,3835.42,наличный,Могилев,Белинвестбанк-MURE-139,19-02-2015,22:12:11,недостаточно средств,да,211.89
юр. лицо,получение средств,531.2,наличный,Гомель,Белинвестбанк-DNJG-097,18-10-2002,07:27:19,успешно,нет,0.0
юр. лицо,получение средств,812.49,безналичный,Гомель,Белинвестбанк-OZFL-440,24-08-2021,00:34:45,успешно,нет,0.0
физ. лицо,получение средств,3434.0,безналичный,Гродно,Белинвестбанк-LZVN-223,27-06-2007,16:28:05,успешно,нет,0.0
юр. лицо,получение средств,824.76,наличный,Витебск,Белинвестбанк-GYIF-680,24-07-2020,01:19:34,успешно,нет,0.0
юр. лицо,списание средств,4453.95,наличный,Брест,Белинвестбанк-WQGJ-530,07-01-2008,01:01:22,неправильный ввод пин-кода,да,408.21
юр. лицо,получение средств,3976.47,наличный,Могилев,Белинвестбанк-HAXI-476,02-05-2013,04:29:31,успешно,нет,0.0
физ. лицо,списание средств,4018.62,безналичный,Могилев,Белинвестбанк-NPJU-557,31-12-2009,12:01:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3935.95,безналичный,Гродно,Белинвестбанк-GTGV-618,31-03-2016,16:12:20,успешно,нет,0.0
юр. лицо,списание средств,2370.35,безналичный,Гродно,Белинвестбанк-UEUY-196,02-07-2019,09:29:23,успешно,да,134.76
юр. лицо,списание средств,4656.21,наличный,Витебск,Белинвестбанк-EJVP-403,08-08-2013,16:43:47,неправильный ввод пин-кода,да,358.4
физ. лицо,списание средств,4317.4,безналичный,Минск,Белинвестбанк-VTAX-418,21-12-2011,00:49:39,успешно,нет,0.0
юр. лицо,получение средств,1773.75,наличный,Могилев,Белинвестбанк-PDEI-902,14-01-2015,15:06:58,успешно,нет,0.0
юр. лицо,списание средств,55.47,безналичный,Гродно,Белинвестбанк-ZBDV-145,08-11-2014,18:46:12,недостаточно средств,нет,0.0
юр. лицо,списание средств,2434.42,наличный,Могилев,Белинвестбанк-QZVR-749,24-03-2015,07:38:11,успешно,да,147.31
юр. лицо,получение средств,3058.71,безналичный,Могилев,Белинвестбанк-FURC-959,01-05-2021,23:20:13,успешно,нет,0.0
физ. лицо,получение средств,4498.42,наличный,Гомель,Белинвестбанк-UWGH-583,25-07-2004,09:29:31,успешно,нет,0.0
физ. лицо,получение средств,1526.07,наличный,Минск,Белинвестбанк-HLLP-758,06-10-2003,01:43:47,успешно,нет,0.0
юр. лицо,списание средств,436.03,наличный,Гомель,Белинвестбанк-INBD-790,04-10-2007,19:07:41,успешно,нет,0.0
физ. лицо,списание средств,2186.13,наличный,Витебск,Белинвестбанк-LSPU-203,03-08-2001,03:41:29,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2586.24,безналичный,Витебск,Белинвестбанк-EELK-044,30-10-2014,15:32:30,успешно,да,26.02
юр. лицо,получение средств,2098.36,наличный,Гомель,Белинвестбанк-JSQS-459,18-11-2001,23:23:43,успешно,нет,0.0
юр. лицо,списание средств,795.6,наличный,Гомель,Белинвестбанк-RZLX-223,04-08-2004,12:12:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2875.65,безналичный,Минск,Белинвестбанк-ETOB-628,18-02-2012,16:46:59,успешно,нет,0.0
физ. лицо,получение средств,4920.31,наличный,Гродно,Белинвестбанк-MSLI-061,24-10-2017,17:04:44,успешно,нет,0.0
юр. лицо,списание средств,3182.21,наличный,Гомель,Белинвестбанк-LEKF-120,04-09-2023,06:36:53,успешно,да,94.51
физ. лицо,получение средств,4277.33,безналичный,Гомель,Белинвестбанк-BQFJ-522,24-08-2021,21:12:56,успешно,нет,0.0
юр. лицо,получение средств,4944.42,наличный,Минск,Белинвестбанк-FLNR-144,24-08-2023,22:47:40,успешно,нет,0.0
юр. лицо,получение средств,2083.27,наличный,Минск,Белинвестбанк-ASSU-142,29-01-2021,02:16:16,успешно,нет,0.0
юр. лицо,получение средств,2281.2,наличный,Брест,Белинвестбанк-ERMX-584,01-10-2013,15:27:26,успешно,нет,0.0
физ. лицо,списание средств,2004.17,безналичный,Брест,Белинвестбанк-PPIQ-515,04-02-2015,22:11:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1441.56,наличный,Могилев,Белинвестбанк-XWUX-659,09-03-2016,07:47:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,1802.08,наличный,Витебск,Белинвестбанк-XLKC-278,26-01-2011,18:36:22,недостаточно средств,нет,0.0
физ. лицо,списание средств,872.64,безналичный,Минск,Белинвестбанк-PKKL-807,13-04-2020,07:59:38,успешно,нет,0.0
физ. лицо,получение средств,3244.37,наличный,Гомель,Белинвестбанк-FTRQ-605,09-01-2005,20:33:41,успешно,нет,0.0
физ. лицо,списание средств,4994.41,наличный,Брест,Белинвестбанк-JYHE-902,31-08-2006,15:51:43,недостаточно средств,да,403.69
физ. лицо,получение средств,3788.09,безналичный,Минск,Белинвестбанк-NHDM-658,10-12-2017,12:43:24,успешно,нет,0.0
физ. лицо,списание средств,1190.4,наличный,Витебск,Белинвестбанк-CPWA-843,30-10-2024,12:31:17,неправильный ввод пин-кода,да,23.0
юр. лицо,получение средств,3667.07,наличный,Гомель,Белинвестбанк-WOKH-784,17-08-2017,15:22:39,успешно,нет,0.0
физ. лицо,списание средств,4378.97,наличный,Гродно,Белинвестбанк-DGDC-745,22-02-2020,20:14:00,неправильный ввод пин-кода,да,212.6
юр. лицо,списание средств,1505.16,безналичный,Витебск,Белинвестбанк-YLKN-392,12-10-2007,02:54:07,успешно,да,43.3
физ. лицо,получение средств,39.28,безналичный,Брест,Белинвестбанк-CQXE-648,20-01-2020,06:47:46,успешно,нет,0.0
физ. лицо,списание средств,1069.81,наличный,Могилев,Белинвестбанк-LRCH-864,25-10-2008,19:23:04,неправильный ввод пин-кода,да,82.17
юр. лицо,списание средств,3166.17,безналичный,Гродно,Белинвестбанк-XEZU-888,15-06-2017,04:50:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1819.7,безналичный,Гомель,Белинвестбанк-HYMU-666,29-05-2005,12:55:40,успешно,нет,0.0
юр. лицо,списание средств,3137.5,безналичный,Брест,Белинвестбанк-ENKW-285,07-11-2002,18:25:19,успешно,нет,0.0
юр. лицо,получение средств,4906.74,безналичный,Брест,Белинвестбанк-VLLA-958,10-03-2014,20:33:59,успешно,нет,0.0
юр. лицо,получение средств,1310.07,наличный,Гродно,Белинвестбанк-ABCL-012,24-01-2007,11:36:28,успешно,нет,0.0
юр. лицо,получение средств,1492.43,безналичный,Витебск,Белинвестбанк-MFMT-358,11-06-2000,16:32:32,успешно,нет,0.0
физ. лицо,списание средств,725.16,наличный,Могилев,Белинвестбанк-TDZY-872,05-07-2008,21:51:36,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2206.18,безналичный,Минск,Белинвестбанк-PLTT-926,04-06-2017,08:09:13,успешно,нет,0.0
юр. лицо,списание средств,716.91,наличный,Витебск,Белинвестбанк-CMZJ-008,24-05-2002,21:29:06,успешно,нет,0.0
физ. лицо,получение средств,3199.46,наличный,Гродно,Белинвестбанк-RNZW-241,25-08-2015,15:45:33,успешно,нет,0.0
юр. лицо,получение средств,2618.03,наличный,Минск,Белинвестбанк-QVPG-277,21-03-2017,09:40:01,успешно,нет,0.0
юр. лицо,получение средств,1613.36,безналичный,Брест,Белинвестбанк-PYGQ-768,14-11-2015,11:56:13,успешно,нет,0.0
физ. лицо,получение средств,4259.83,наличный,Витебск,Белинвестбанк-RXBZ-050,05-05-2008,18:51:35,успешно,нет,0.0
физ. лицо,списание средств,4303.09,безналичный,Минск,Белинвестбанк-DXYN-233,13-02-2003,23:17:06,успешно,нет,0.0
юр. лицо,получение средств,1340.14,наличный,Гомель,Белинвестбанк-YKIT-079,14-07-2005,19:25:47,успешно,нет,0.0
юр. лицо,списание средств,2808.32,наличный,Минск,Белинвестбанк-OSMO-482,04-09-2015,00:56:40,успешно,нет,0.0
юр. лицо,списание средств,3379.12,безналичный,Брест,Белинвестбанк-SBLZ-325,21-06-2016,23:01:18,успешно,нет,0.0
физ. лицо,получение средств,3614.04,наличный,Могилев,Белинвестбанк-LYKU-032,07-03-2019,05:52:30,успешно,нет,0.0
физ. лицо,списание средств,864.39,безналичный,Витебск,Белинвестбанк-FETF-675,26-06-2010,08:45:06,успешно,да,76.37
физ. лицо,получение средств,3441.71,безналичный,Минск,Белинвестбанк-TPAO-322,30-06-2002,22:30:04,успешно,нет,0.0
физ. лицо,получение средств,1568.57,наличный,Минск,Белинвестбанк-XBPD-633,07-01-2012,17:11:14,успешно,нет,0.0
физ. лицо,получение средств,1643.29,безналичный,Минск,Белинвестбанк-BFUH-316,18-04-2014,19:29:48,успешно,нет,0.0
юр. лицо,списание средств,3037.44,безналичный,Минск,Белинвестбанк-GQJL-483,09-06-2001,05:06:38,недостаточно средств,нет,0.0
физ. лицо,получение средств,199.27,безналичный,Могилев,Белинвестбанк-TPUP-736,29-10-2021,15:35:59,успешно,нет,0.0
физ. лицо,списание средств,1584.57,безналичный,Брест,Белинвестбанк-ARCR-938,03-11-2011,08:15:50,недостаточно средств,нет,0.0
физ. лицо,списание средств,15.85,наличный,Витебск,Белинвестбанк-VYKY-446,02-06-2020,14:03:42,успешно,да,0.4
юр. лицо,получение средств,3276.9,наличный,Минск,Белинвестбанк-GILI-389,05-10-2009,15:09:50,успешно,нет,0.0
юр. лицо,списание средств,3282.64,безналичный,Гомель,Белинвестбанк-JEHP-831,09-05-2011,13:35:07,недостаточно средств,нет,0.0
физ. лицо,получение средств,4380.67,безналичный,Гродно,Белинвестбанк-PYLB-506,12-06-2014,19:20:43,успешно,нет,0.0
физ. лицо,списание средств,324.16,наличный,Могилев,Белинвестбанк-FJYI-707,17-05-2011,08:18:55,неправильный ввод пин-кода,да,6.53
юр. лицо,получение средств,2715.37,безналичный,Могилев,Белинвестбанк-PCZN-349,07-07-2022,05:59:26,успешно,нет,0.0
физ. лицо,списание средств,1752.79,безналичный,Брест,Белинвестбанк-EJPL-870,26-07-2020,17:26:42,недостаточно средств,да,50.82
юр. лицо,получение средств,3150.65,наличный,Минск,Белинвестбанк-OQTZ-699,23-02-2009,17:34:15,успешно,нет,0.0
физ. лицо,списание средств,86.08,безналичный,Витебск,Белинвестбанк-ONAA-267,08-10-2009,08:54:20,неправильный ввод пин-кода,да,5.64
юр. лицо,получение средств,746.4,безналичный,Минск,Белинвестбанк-UVUT-849,28-09-2003,21:08:05,успешно,нет,0.0
юр. лицо,списание средств,4537.23,наличный,Витебск,Белинвестбанк-SHEA-803,11-01-2004,18:03:14,успешно,нет,0.0
юр. лицо,списание средств,640.82,наличный,Гродно,Белинвестбанк-JXVQ-791,23-09-2009,03:37:24,успешно,да,7.37
физ. лицо,списание средств,2828.35,наличный,Гомель,Белинвестбанк-JSZX-915,27-09-2011,22:09:39,недостаточно средств,да,54.81
физ. лицо,получение средств,3815.79,безналичный,Витебск,Белинвестбанк-HUOC-109,12-12-2012,06:54:47,успешно,нет,0.0
физ. лицо,получение средств,3935.08,безналичный,Могилев,Белинвестбанк-OWIX-651,20-09-2006,23:38:43,успешно,нет,0.0
физ. лицо,списание средств,4983.0,наличный,Минск,Белинвестбанк-KZJH-336,21-07-2021,21:40:28,успешно,да,382.89
юр. лицо,списание средств,1992.22,наличный,Могилев,Белинвестбанк-TTDQ-149,23-08-2002,07:04:43,успешно,да,68.67
физ. лицо,получение средств,1222.69,безналичный,Минск,Белинвестбанк-ULKP-424,08-06-2011,09:40:20,успешно,нет,0.0
физ. лицо,получение средств,414.6,наличный,Минск,Белинвестбанк-TWIF-442,24-12-2020,09:53:04,успешно,нет,0.0
юр. лицо,получение средств,3969.96,безналичный,Брест,Белинвестбанк-DTNP-520,15-09-2022,14:55:46,успешно,нет,0.0
юр. лицо,списание средств,3368.66,наличный,Минск,Белинвестбанк-RAEZ-274,06-06-2008,11:49:19,недостаточно средств,да,122.5
физ. лицо,получение средств,1923.25,наличный,Брест,Белинвестбанк-CNCW-247,22-12-2001,14:27:45,успешно,нет,0.0
