Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4778.37,наличный,Брест,Приорбанк-ICSK-981,11-03-2009,00:40:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4608.26,наличный,Минск,Приорбанк-SKTL-662,28-10-2021,09:12:25,успешно,да,409.92
физ. лицо,списание средств,3190.4,безналичный,Брест,Приорбанк-ULJN-955,02-07-2015,11:43:23,недостаточно средств,да,44.16
физ. лицо,списание средств,1600.76,безналичный,Брест,Приорбанк-NFJX-830,23-07-2002,22:51:03,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,138.11,наличный,Брест,Приорбанк-LLWK-183,14-10-2021,12:19:08,успешно,нет,0.0
физ. лицо,списание средств,1642.41,безналичный,Могилев,Приорбанк-JXNZ-872,07-10-2006,19:10:37,успешно,да,104.66
юр. лицо,списание средств,1737.21,наличный,Минск,Приорбанк-AVZH-602,30-07-2020,18:58:54,недостаточно средств,да,135.67
юр. лицо,списание средств,4956.45,наличный,Могилев,Приорбанк-DPXB-347,07-07-2000,19:19:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,96.09,наличный,Брест,Приорбанк-CZNM-237,11-12-2005,00:53:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,3243.51,наличный,Могилев,Приорбанк-VKFZ-972,04-04-2018,02:00:42,неправильный ввод пин-кода,да,219.56
юр. лицо,получение средств,2248.76,безналичный,Минск,Приорбанк-NEAW-578,05-03-2001,22:06:19,успешно,нет,0.0
физ. лицо,списание средств,828.37,наличный,Минск,Приорбанк-DBAY-511,08-12-2018,15:48:47,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4526.22,безналичный,Минск,Приорбанк-EEEX-093,12-07-2021,07:11:06,недостаточно средств,да,445.8
физ. лицо,списание средств,4057.22,безналичный,Могилев,Приорбанк-FQHI-292,14-01-2008,12:35:53,недостаточно средств,да,353.83
юр. лицо,получение средств,11.72,наличный,Гомель,Приорбанк-EZLO-105,07-09-2016,11:58:26,успешно,нет,0.0
физ. лицо,получение средств,4570.54,наличный,Брест,Приорбанк-MYRG-612,31-01-2012,05:00:40,успешно,нет,0.0
физ. лицо,списание средств,3134.64,безналичный,Гродно,Приорбанк-IHUM-468,30-08-2006,16:31:21,успешно,нет,0.0
физ. лицо,получение средств,632.79,безналичный,Гродно,Приорбанк-WTRZ-844,04-10-2024,13:51:30,успешно,нет,0.0
юр. лицо,списание средств,3215.26,безналичный,Витебск,Приорбанк-TJBL-012,14-02-2005,03:20:49,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3921.74,наличный,Могилев,Приорбанк-MGIY-190,09-07-2011,16:32:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3564.45,наличный,Гомель,Приорбанк-NTLO-113,14-12-2011,11:23:28,успешно,нет,0.0
юр. лицо,получение средств,4392.38,наличный,Гродно,Приорбанк-NNEH-309,24-05-2006,14:48:48,успешно,нет,0.0
физ. лицо,списание средств,1490.17,наличный,Брест,Приорбанк-CLRW-823,31-08-2023,19:22:17,недостаточно средств,да,47.48
физ. лицо,списание средств,1647.63,наличный,Гродно,Приорбанк-QPXB-745,11-05-2006,22:45:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4119.64,наличный,Гродно,Приорбанк-XWHQ-940,27-10-2012,14:31:51,неправильный ввод пин-кода,да,213.41
юр. лицо,списание средств,2722.5,безналичный,Гомель,Приорбанк-YYUS-330,14-11-2024,05:43:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2632.56,наличный,Гродно,Приорбанк-MEST-829,18-03-2000,09:50:54,успешно,нет,0.0
физ. лицо,получение средств,712.27,наличный,Витебск,Приорбанк-LXLT-174,05-04-2011,07:13:47,успешно,нет,0.0
физ. лицо,списание средств,917.26,безналичный,Могилев,Приорбанк-ESAP-676,22-11-2021,19:49:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4057.63,безналичный,Брест,Приорбанк-FZNC-841,03-07-2006,20:34:19,успешно,нет,0.0
физ. лицо,получение средств,2027.37,безналичный,Витебск,Приорбанк-JTCP-309,28-09-2000,13:20:05,успешно,нет,0.0
юр. лицо,получение средств,3023.82,наличный,Минск,Приорбанк-SEDO-597,24-08-2017,20:59:17,успешно,нет,0.0
физ. лицо,получение средств,3177.56,безналичный,Гродно,Приорбанк-HXPK-779,07-04-2009,12:11:53,успешно,нет,0.0
физ. лицо,списание средств,4026.34,безналичный,Гродно,Приорбанк-BSJI-586,02-07-2015,22:02:16,успешно,да,152.22
физ. лицо,списание средств,4541.52,безналичный,Брест,Приорбанк-TQJD-697,04-06-2022,05:12:40,успешно,да,153.71
юр. лицо,получение средств,1044.24,безналичный,Могилев,Приорбанк-GWCG-170,15-03-2012,21:50:37,успешно,нет,0.0
физ. лицо,списание средств,425.29,наличный,Гомель,Приорбанк-HGIO-897,08-07-2007,17:49:25,недостаточно средств,да,7.75
физ. лицо,списание средств,4586.16,наличный,Гомель,Приорбанк-WUAH-433,09-01-2002,14:01:47,успешно,да,62.13
юр. лицо,получение средств,3896.77,наличный,Гомель,Приорбанк-HPHV-718,05-05-2003,14:45:43,успешно,нет,0.0
физ. лицо,получение средств,2160.87,безналичный,Гродно,Приорбанк-NZZA-698,10-07-2005,23:33:38,успешно,нет,0.0
юр. лицо,получение средств,2186.16,безналичный,Брест,Приорбанк-NDGR-200,15-09-2024,09:07:07,успешно,нет,0.0
физ. лицо,списание средств,2588.27,безналичный,Витебск,Приорбанк-ADKL-635,01-10-2011,05:15:16,недостаточно средств,да,154.69
юр. лицо,получение средств,4411.64,безналичный,Гродно,Приорбанк-JRFW-973,25-09-2015,11:10:13,успешно,нет,0.0
юр. лицо,получение средств,2437.52,безналичный,Гродно,Приорбанк-QQBM-659,01-12-2000,16:15:37,успешно,нет,0.0
юр. лицо,получение средств,2906.1,безналичный,Гродно,Приорбанк-BQQH-850,20-09-2009,13:23:18,успешно,нет,0.0
юр. лицо,получение средств,1904.53,наличный,Брест,Приорбанк-WMMR-227,17-06-2021,15:36:51,успешно,нет,0.0
юр. лицо,получение средств,3435.97,наличный,Могилев,Приорбанк-HLVY-686,09-06-2013,16:47:30,успешно,нет,0.0
юр. лицо,списание средств,596.95,наличный,Минск,Приорбанк-FRFH-942,15-06-2023,15:47:58,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2171.64,наличный,Гродно,Приорбанк-OAFV-267,04-03-2018,10:23:17,успешно,нет,0.0
физ. лицо,получение средств,741.97,наличный,Могилев,Приорбанк-DTRM-004,13-11-2001,15:09:13,успешно,нет,0.0
физ. лицо,списание средств,3367.14,безналичный,Могилев,Приорбанк-RPCJ-929,13-04-2002,06:39:53,успешно,да,56.07
физ. лицо,списание средств,4284.84,безналичный,Гомель,Приорбанк-RPDE-931,25-11-2020,16:21:45,успешно,да,371.02
физ. лицо,получение средств,3426.44,безналичный,Гродно,Приорбанк-MKLJ-312,25-12-2004,13:53:03,успешно,нет,0.0
физ. лицо,списание средств,3181.37,наличный,Минск,Приорбанк-NUMQ-372,22-10-2017,08:48:37,успешно,нет,0.0
физ. лицо,получение средств,250.44,наличный,Могилев,Приорбанк-VVJC-612,23-07-2003,19:45:23,успешно,нет,0.0
физ. лицо,получение средств,1476.76,безналичный,Брест,Приорбанк-HTFF-529,22-03-2021,09:23:18,успешно,нет,0.0
физ. лицо,списание средств,1125.78,безналичный,Могилев,Приорбанк-MSAN-597,27-03-2002,02:36:36,успешно,нет,0.0
юр. лицо,получение средств,3728.73,безналичный,Брест,Приорбанк-NLPA-603,27-12-2021,01:10:15,успешно,нет,0.0
физ. лицо,списание средств,2745.87,наличный,Могилев,Приорбанк-YAAI-859,15-10-2006,07:41:58,недостаточно средств,да,147.96
физ. лицо,получение средств,4183.28,наличный,Могилев,Приорбанк-HQSG-366,29-08-2016,09:17:22,успешно,нет,0.0
физ. лицо,списание средств,3362.49,наличный,Гродно,Приорбанк-KUJY-990,10-11-2005,03:03:58,успешно,нет,0.0
физ. лицо,получение средств,3958.83,безналичный,Гродно,Приорбанк-HFIP-095,08-09-2001,13:14:18,успешно,нет,0.0
физ. лицо,получение средств,283.4,наличный,Минск,Приорбанк-BXPY-786,16-04-2003,03:19:56,успешно,нет,0.0
физ. лицо,получение средств,4496.14,наличный,Гомель,Приорбанк-AMLQ-807,04-07-2018,21:42:04,успешно,нет,0.0
юр. лицо,списание средств,635.05,наличный,Гродно,Приорбанк-COGH-702,29-09-2021,02:01:05,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3819.9,безналичный,Витебск,Приорбанк-MRMG-078,23-04-2024,06:09:11,недостаточно средств,да,40.53
физ. лицо,списание средств,879.34,безналичный,Могилев,Приорбанк-UBML-044,08-10-2009,21:12:42,успешно,да,25.67
физ. лицо,списание средств,2438.92,безналичный,Брест,Приорбанк-KXNZ-646,31-07-2021,11:52:09,успешно,да,106.38
юр. лицо,списание средств,624.82,безналичный,Гродно,Приорбанк-IYLF-302,29-07-2007,19:08:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,4287.59,наличный,Брест,Приорбанк-IYEG-405,19-06-2017,21:08:13,успешно,да,71.32
физ. лицо,получение средств,3132.05,безналичный,Гомель,Приорбанк-DGWM-761,09-12-2022,08:58:44,успешно,нет,0.0
физ. лицо,списание средств,4520.92,безналичный,Могилев,Приорбанк-CHMM-916,17-02-2006,23:23:13,недостаточно средств,да,306.48
юр. лицо,получение средств,3473.14,наличный,Брест,Приорбанк-QVZH-089,22-11-2004,19:17:36,успешно,нет,0.0
физ. лицо,получение средств,4398.23,безналичный,Витебск,Приорбанк-IETP-353,17-04-2009,06:05:26,успешно,нет,0.0
физ. лицо,списание средств,736.46,наличный,Минск,Приорбанк-NXMB-575,08-10-2017,16:16:02,успешно,нет,0.0
физ. лицо,списание средств,2839.41,безналичный,Могилев,Приорбанк-BELS-453,05-03-2018,00:35:49,недостаточно средств,да,45.54
юр. лицо,получение средств,1275.07,наличный,Витебск,Приорбанк-DLLC-177,15-07-2014,11:39:36,успешно,нет,0.0
физ. лицо,списание средств,1606.72,наличный,Витебск,Приорбанк-JBYC-633,02-06-2010,18:15:55,недостаточно средств,да,47.91
юр. лицо,списание средств,2824.47,безналичный,Брест,Приорбанк-FFEH-282,18-04-2010,06:41:35,успешно,да,240.79
физ. лицо,получение средств,1089.73,безналичный,Гродно,Приорбанк-CZMX-317,13-09-2015,18:42:57,успешно,нет,0.0
юр. лицо,списание средств,2120.21,безналичный,Витебск,Приорбанк-WIWU-545,03-04-2023,19:21:10,неправильный ввод пин-кода,да,72.2
физ. лицо,списание средств,1922.62,наличный,Гродно,Приорбанк-SAZR-114,25-09-2023,02:27:19,неправильный ввод пин-кода,да,164.71
юр. лицо,получение средств,847.84,безналичный,Могилев,Приорбанк-QJKM-053,19-09-2023,11:09:36,успешно,нет,0.0
юр. лицо,списание средств,32.69,безналичный,Гомель,Приорбанк-IEYX-543,24-01-2014,18:18:47,успешно,да,1.2
юр. лицо,получение средств,2834.9,безналичный,Могилев,Приорбанк-VUSU-372,26-02-2018,01:57:19,успешно,нет,0.0
юр. лицо,получение средств,3670.01,безналичный,Минск,Приорбанк-JELP-884,30-01-2020,16:27:43,успешно,нет,0.0
физ. лицо,получение средств,1449.25,безналичный,Могилев,Приорбанк-HNVK-925,28-06-2020,06:24:25,успешно,нет,0.0
физ. лицо,списание средств,2571.87,безналичный,Витебск,Приорбанк-KKBM-156,19-12-2023,11:40:51,неправильный ввод пин-кода,да,206.03
физ. лицо,списание средств,3970.28,наличный,Витебск,Приорбанк-YDMW-756,28-07-2023,14:56:40,недостаточно средств,да,232.28
физ. лицо,получение средств,1017.57,безналичный,Могилев,Приорбанк-OXXX-176,31-07-2009,14:47:47,успешно,нет,0.0
юр. лицо,списание средств,1698.54,наличный,Минск,Приорбанк-UQZH-545,31-07-2004,13:12:15,неправильный ввод пин-кода,да,38.64
юр. лицо,списание средств,2001.49,наличный,Брест,Приорбанк-NJTE-922,21-06-2008,14:08:09,недостаточно средств,нет,0.0
юр. лицо,списание средств,1810.87,безналичный,Минск,Приорбанк-DPJI-556,12-05-2000,15:08:07,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1971.38,безналичный,Брест,Приорбанк-IFSW-519,10-02-2005,06:04:17,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3955.6,безналичный,Могилев,Приорбанк-HQGX-893,21-03-2021,15:13:13,успешно,нет,0.0
физ. лицо,получение средств,4130.64,безналичный,Могилев,Приорбанк-TVAG-242,04-10-2002,01:55:00,успешно,нет,0.0
физ. лицо,получение средств,883.19,наличный,Могилев,Приорбанк-FKEV-980,09-05-2024,02:18:06,успешно,нет,0.0
юр. лицо,получение средств,4538.6,наличный,Могилев,Приорбанк-OMCK-039,08-04-2000,03:34:00,успешно,нет,0.0
физ. лицо,списание средств,1489.49,безналичный,Гомель,Приорбанк-AJWG-099,05-07-2008,02:11:42,успешно,нет,0.0
юр. лицо,получение средств,1541.51,наличный,Минск,Приорбанк-IHWD-559,26-10-2002,04:55:57,успешно,нет,0.0
юр. лицо,получение средств,634.25,наличный,Минск,Приорбанк-SSMK-711,02-01-2016,13:12:01,успешно,нет,0.0
юр. лицо,получение средств,1759.98,безналичный,Гомель,Приорбанк-YIWL-602,03-12-2001,00:07:45,успешно,нет,0.0
физ. лицо,списание средств,1225.21,безналичный,Брест,Приорбанк-ABLT-214,25-08-2009,07:02:06,успешно,да,85.47
юр. лицо,списание средств,1177.01,наличный,Могилев,Приорбанк-TBRX-702,09-12-2006,22:39:18,недостаточно средств,нет,0.0
юр. лицо,получение средств,208.97,наличный,Гродно,Приорбанк-DWSD-540,29-10-2024,14:21:05,успешно,нет,0.0
физ. лицо,получение средств,2216.19,наличный,Витебск,Приорбанк-OERQ-674,16-04-2016,22:43:54,успешно,нет,0.0
юр. лицо,списание средств,2038.79,безналичный,Могилев,Приорбанк-IOBL-137,26-11-2012,19:40:08,успешно,нет,0.0
физ. лицо,получение средств,4291.21,безналичный,Минск,Приорбанк-PWIN-823,03-09-2013,17:07:12,успешно,нет,0.0
физ. лицо,получение средств,169.58,безналичный,Гродно,Приорбанк-MVTY-678,13-08-2001,17:06:41,успешно,нет,0.0
юр. лицо,получение средств,985.89,безналичный,Витебск,Приорбанк-JFIW-222,31-08-2001,13:53:50,успешно,нет,0.0
юр. лицо,получение средств,2301.42,наличный,Гомель,Приорбанк-AWWY-622,20-03-2010,14:11:18,успешно,нет,0.0
физ. лицо,получение средств,3526.43,безналичный,Могилев,Приорбанк-DGPJ-640,30-05-2009,20:56:22,успешно,нет,0.0
физ. лицо,списание средств,2581.92,безналичный,Витебск,Приорбанк-DVMY-513,24-09-2019,13:32:22,успешно,да,234.5
физ. лицо,получение средств,2606.69,безналичный,Могилев,Приорбанк-ISGS-665,31-03-2006,17:58:34,успешно,нет,0.0
юр. лицо,списание средств,2478.84,безналичный,Витебск,Приорбанк-BRVG-581,02-10-2015,16:57:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,727.71,наличный,Могилев,Приорбанк-CUZS-924,03-12-2019,05:11:01,успешно,нет,0.0
юр. лицо,списание средств,4897.99,безналичный,Гродно,Приорбанк-EXFB-295,06-01-2017,11:51:30,недостаточно средств,да,261.34
физ. лицо,получение средств,3431.61,безналичный,Брест,Приорбанк-TLWJ-230,23-03-2005,07:47:51,успешно,нет,0.0
физ. лицо,списание средств,4217.73,наличный,Витебск,Приорбанк-IYAH-338,26-04-2013,13:45:36,недостаточно средств,нет,0.0
физ. лицо,получение средств,3237.0,наличный,Брест,Приорбанк-HVTJ-789,27-01-2020,12:43:07,успешно,нет,0.0
юр. лицо,списание средств,4210.07,безналичный,Гомель,Приорбанк-UXCK-998,30-07-2017,13:27:58,недостаточно средств,да,155.13
физ. лицо,получение средств,2677.69,безналичный,Могилев,Приорбанк-MBRN-689,14-07-2005,23:05:35,успешно,нет,0.0
юр. лицо,получение средств,871.0,безналичный,Гродно,Приорбанк-BLVO-837,27-12-2012,21:32:53,успешно,нет,0.0
юр. лицо,получение средств,1762.94,наличный,Минск,Приорбанк-DHFY-292,07-09-2012,15:10:46,успешно,нет,0.0
физ. лицо,списание средств,2511.38,безналичный,Витебск,Приорбанк-XCOP-311,13-01-2011,04:16:02,неправильный ввод пин-кода,да,66.64
юр. лицо,получение средств,2242.87,безналичный,Витебск,Приорбанк-XUAC-413,21-06-2010,18:55:47,успешно,нет,0.0
юр. лицо,списание средств,1796.83,безналичный,Гродно,Приорбанк-YVKC-272,07-05-2009,03:00:33,успешно,да,118.67
физ. лицо,получение средств,2402.2,безналичный,Гомель,Приорбанк-QVFU-813,06-06-2024,11:45:35,успешно,нет,0.0
юр. лицо,получение средств,2148.91,безналичный,Могилев,Приорбанк-PHDN-548,07-05-2002,22:06:21,успешно,нет,0.0
юр. лицо,списание средств,1060.1,наличный,Гродно,Приорбанк-XDBA-354,31-10-2010,01:30:06,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1781.62,наличный,Могилев,Приорбанк-VTBH-122,08-07-2023,04:56:45,успешно,да,24.72
юр. лицо,списание средств,3609.14,наличный,Брест,Приорбанк-LRJG-801,01-07-2017,19:17:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2324.5,наличный,Витебск,Приорбанк-PGTJ-098,31-10-2011,17:07:07,неправильный ввод пин-кода,да,110.53
юр. лицо,списание средств,352.93,безналичный,Минск,Приорбанк-UVBT-104,30-03-2010,05:29:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4920.91,наличный,Витебск,Приорбанк-SOLD-069,13-05-2005,23:48:33,успешно,нет,0.0
юр. лицо,списание средств,3640.03,безналичный,Могилев,Приорбанк-JCZT-480,07-09-2017,04:24:44,успешно,да,262.28
физ. лицо,списание средств,2675.32,наличный,Гомель,Приорбанк-FSON-372,30-11-2001,18:51:00,успешно,нет,0.0
физ. лицо,получение средств,186.67,безналичный,Могилев,Приорбанк-HHAB-533,14-08-2010,10:22:07,успешно,нет,0.0
физ. лицо,получение средств,1120.55,наличный,Могилев,Приорбанк-LPAK-737,16-06-2019,17:11:43,успешно,нет,0.0
физ. лицо,получение средств,2932.49,наличный,Брест,Приорбанк-JVFY-813,14-07-2022,22:58:52,успешно,нет,0.0
физ. лицо,получение средств,1285.18,безналичный,Гродно,Приорбанк-EYSU-356,16-12-2009,18:52:02,успешно,нет,0.0
юр. лицо,получение средств,3834.68,безналичный,Витебск,Приорбанк-ZFPS-315,19-10-2020,10:28:29,успешно,нет,0.0
физ. лицо,списание средств,1497.39,наличный,Минск,Приорбанк-LMOK-386,29-08-2009,15:15:56,неправильный ввод пин-кода,да,51.01
физ. лицо,списание средств,4923.68,безналичный,Могилев,Приорбанк-HUQJ-373,04-03-2016,05:20:10,неправильный ввод пин-кода,да,488.67
физ. лицо,получение средств,4828.51,наличный,Брест,Приорбанк-MHZI-152,02-02-2011,00:09:53,успешно,нет,0.0
юр. лицо,списание средств,4625.57,безналичный,Гродно,Приорбанк-KNQB-029,29-06-2011,21:12:54,успешно,да,86.94
юр. лицо,получение средств,2292.31,безналичный,Гродно,Приорбанк-GTMG-216,14-11-2021,21:00:40,успешно,нет,0.0
юр. лицо,получение средств,3208.95,наличный,Минск,Приорбанк-YUTO-816,01-09-2000,09:10:57,успешно,нет,0.0
юр. лицо,получение средств,215.06,наличный,Витебск,Приорбанк-LTNU-660,25-06-2005,16:08:07,успешно,нет,0.0
юр. лицо,получение средств,4183.93,наличный,Брест,Приорбанк-TVRY-524,26-08-2006,01:20:57,успешно,нет,0.0
физ. лицо,получение средств,3665.54,наличный,Брест,Приорбанк-EQXA-629,14-02-2006,23:24:34,успешно,нет,0.0
юр. лицо,получение средств,862.43,наличный,Брест,Приорбанк-BCXY-183,28-07-2005,02:53:55,успешно,нет,0.0
физ. лицо,списание средств,4438.86,безналичный,Могилев,Приорбанк-XITF-962,29-02-2012,08:18:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4443.88,безналичный,Витебск,Приорбанк-HNMM-747,11-03-2010,17:05:22,недостаточно средств,да,153.5
юр. лицо,списание средств,313.8,безналичный,Гомель,Приорбанк-GJJS-498,13-03-2010,10:53:22,успешно,да,28.03
физ. лицо,списание средств,1726.7,наличный,Гродно,Приорбанк-WAJN-042,03-04-2021,10:40:39,неправильный ввод пин-кода,да,48.94
юр. лицо,получение средств,440.59,безналичный,Гомель,Приорбанк-RJHJ-917,04-09-2012,18:25:22,успешно,нет,0.0
физ. лицо,получение средств,1723.52,наличный,Витебск,Приорбанк-ACTX-215,26-05-2010,18:48:22,успешно,нет,0.0
физ. лицо,списание средств,1107.09,наличный,Гродно,Приорбанк-TJPQ-546,03-08-2011,19:28:34,успешно,нет,0.0
юр. лицо,списание средств,3545.78,наличный,Минск,Приорбанк-XRAI-592,22-04-2017,12:59:45,неправильный ввод пин-кода,да,201.03
юр. лицо,получение средств,2655.39,безналичный,Брест,Приорбанк-TQCD-740,31-01-2008,12:48:56,успешно,нет,0.0
физ. лицо,получение средств,3268.12,безналичный,Витебск,Приорбанк-GHAT-073,11-05-2022,01:54:09,успешно,нет,0.0
юр. лицо,получение средств,4196.35,наличный,Гомель,Приорбанк-TCNY-105,29-07-2004,21:24:44,успешно,нет,0.0
физ. лицо,получение средств,3765.74,безналичный,Гомель,Приорбанк-FAGF-036,10-07-2009,14:40:40,успешно,нет,0.0
физ. лицо,получение средств,967.28,наличный,Гродно,Приорбанк-HNOH-488,21-12-2004,07:43:07,успешно,нет,0.0
юр. лицо,получение средств,3324.24,наличный,Минск,Приорбанк-CGEQ-962,26-09-2001,08:53:31,успешно,нет,0.0
юр. лицо,получение средств,4570.03,наличный,Гродно,Приорбанк-UHZB-831,20-01-2016,23:41:23,успешно,нет,0.0
юр. лицо,списание средств,144.23,наличный,Гомель,Приорбанк-BDHF-803,06-01-2006,13:09:20,неправильный ввод пин-кода,да,10.84
юр. лицо,списание средств,3744.49,наличный,Гродно,Приорбанк-VIJM-144,02-10-2001,16:20:06,успешно,нет,0.0
юр. лицо,получение средств,286.04,наличный,Гродно,Приорбанк-ICLM-026,06-12-2002,04:54:13,успешно,нет,0.0
физ. лицо,получение средств,1650.4,наличный,Витебск,Приорбанк-JLCT-996,17-09-2004,02:53:13,успешно,нет,0.0
физ. лицо,списание средств,4773.76,безналичный,Брест,Приорбанк-PPDJ-878,21-03-2012,06:16:10,успешно,нет,0.0
юр. лицо,получение средств,3165.83,наличный,Брест,Приорбанк-OUYA-935,01-02-2016,06:54:50,успешно,нет,0.0
физ. лицо,получение средств,873.86,безналичный,Могилев,Приорбанк-JXKB-187,09-12-2023,08:11:36,успешно,нет,0.0
физ. лицо,получение средств,3075.43,безналичный,Брест,Приорбанк-GFUN-149,22-11-2009,15:24:48,успешно,нет,0.0
юр. лицо,списание средств,2755.95,безналичный,Витебск,Приорбанк-MGUI-219,09-10-2005,18:51:14,успешно,да,261.31
физ. лицо,получение средств,1329.29,наличный,Гомель,Приорбанк-RXCK-890,26-10-2010,01:01:53,успешно,нет,0.0
физ. лицо,списание средств,1677.43,наличный,Гродно,Приорбанк-FHUJ-466,19-03-2013,01:09:18,успешно,да,95.08
юр. лицо,списание средств,667.2,наличный,Брест,Приорбанк-GOTV-048,15-08-2013,10:02:05,неправильный ввод пин-кода,да,29.4
физ. лицо,списание средств,3324.83,безналичный,Витебск,Приорбанк-BRVN-777,23-05-2019,20:14:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2678.38,наличный,Гродно,Приорбанк-ORUD-296,07-11-2007,17:53:08,успешно,нет,0.0
юр. лицо,списание средств,3868.83,безналичный,Минск,Приорбанк-QLDM-319,01-10-2004,18:26:44,недостаточно средств,нет,0.0
юр. лицо,получение средств,1476.31,наличный,Могилев,Приорбанк-UDTP-935,02-04-2002,06:15:17,успешно,нет,0.0
физ. лицо,списание средств,2295.1,наличный,Брест,Приорбанк-RCAD-996,20-06-2007,01:58:36,неправильный ввод пин-кода,да,95.65
физ. лицо,списание средств,505.61,безналичный,Брест,Приорбанк-CDBK-386,12-03-2016,23:58:08,успешно,нет,0.0
физ. лицо,списание средств,2024.98,безналичный,Гродно,Приорбанк-XGDT-333,03-12-2000,02:51:42,недостаточно средств,нет,0.0
физ. лицо,получение средств,1824.03,безналичный,Гродно,Приорбанк-PWKT-949,21-05-2018,01:07:14,успешно,нет,0.0
физ. лицо,получение средств,1732.49,безналичный,Гродно,Приорбанк-ZBNN-732,17-07-2024,22:59:34,успешно,нет,0.0
юр. лицо,списание средств,2889.36,наличный,Брест,Приорбанк-JYLG-893,14-03-2021,14:59:47,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3333.38,безналичный,Могилев,Приорбанк-ZJAV-238,09-01-2010,17:39:17,успешно,нет,0.0
физ. лицо,списание средств,4923.54,безналичный,Гомель,Приорбанк-XSGA-858,19-04-2008,02:32:49,недостаточно средств,нет,0.0
физ. лицо,списание средств,92.81,безналичный,Минск,Приорбанк-NZUV-035,20-08-2003,22:14:29,успешно,да,9.05
юр. лицо,получение средств,2582.45,наличный,Гродно,Приорбанк-EEEP-260,13-02-2006,03:13:13,успешно,нет,0.0
физ. лицо,получение средств,825.6,безналичный,Витебск,Приорбанк-YGGW-823,28-09-2024,16:53:14,успешно,нет,0.0
физ. лицо,получение средств,483.11,наличный,Гродно,Приорбанк-CIXV-616,21-07-2000,13:45:06,успешно,нет,0.0
юр. лицо,получение средств,2214.03,наличный,Гомель,Приорбанк-STAJ-380,07-06-2001,01:18:50,успешно,нет,0.0
юр. лицо,получение средств,4981.91,безналичный,Витебск,Приорбанк-BCAZ-896,28-09-2000,03:03:00,успешно,нет,0.0
физ. лицо,списание средств,3233.48,наличный,Гомель,Приорбанк-KJIE-775,30-08-2007,11:08:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3526.26,безналичный,Могилев,Приорбанк-NKCW-250,13-09-2006,10:16:02,успешно,нет,0.0
юр. лицо,списание средств,2461.61,наличный,Брест,Приорбанк-OBVT-184,07-11-2008,20:20:16,недостаточно средств,да,39.15
юр. лицо,получение средств,46.24,безналичный,Минск,Приорбанк-NLXQ-813,17-12-2021,01:57:26,успешно,нет,0.0
физ. лицо,получение средств,1289.01,безналичный,Брест,Приорбанк-JWEI-105,10-04-2011,01:55:48,успешно,нет,0.0
физ. лицо,получение средств,1229.04,безналичный,Брест,Приорбанк-XQCE-395,16-07-2014,11:23:50,успешно,нет,0.0
физ. лицо,получение средств,1092.18,наличный,Гомель,Приорбанк-CUCI-494,16-03-2022,23:14:21,успешно,нет,0.0
юр. лицо,получение средств,3434.7,безналичный,Минск,Приорбанк-BXZL-784,25-01-2011,19:00:58,успешно,нет,0.0
юр. лицо,получение средств,234.3,безналичный,Гомель,Приорбанк-PHVJ-900,12-02-2023,05:05:58,успешно,нет,0.0
физ. лицо,списание средств,189.3,наличный,Гродно,Приорбанк-GCMW-284,16-01-2013,05:19:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,2374.55,наличный,Гродно,Приорбанк-MOXR-695,14-01-2011,18:16:04,успешно,нет,0.0
юр. лицо,списание средств,549.47,наличный,Гомель,Приорбанк-EYKM-191,03-07-2010,04:46:26,недостаточно средств,нет,0.0
физ. лицо,получение средств,2353.51,безналичный,Брест,Приорбанк-LFGZ-101,15-12-2023,05:23:41,успешно,нет,0.0
физ. лицо,получение средств,3215.55,наличный,Витебск,Приорбанк-PAIW-533,27-12-2010,02:03:23,успешно,нет,0.0
